,datetimeepoch,date,datetime,hr,season,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,mnth,cnt
7466,1321131600,20111112,2011111216,16,4,62.2,62.2,31.99,31.9,0.0,10.3,9.9,24.4,Partially cloudy,11,361
7467,1321135200,20111112,2011111217,17,4,60.3,60.3,34.28,32.0,0.0,10.0,9.9,44.6,Partially cloudy,11,285
7468,1321138800,20111112,2011111218,18,4,53.3,53.3,57.86,38.8,0.0,8.0,9.9,24.4,Partially cloudy,11,203
7469,1321142400,20111113,2011111319,19,4,53.2,53.2,50.78,35.4,0.0,10.0,9.9,44.6,Partially cloudy,11,157
7470,1321146000,20111113,2011111320,20,4,52.7,52.7,51.68,35.4,0.0,11.1,9.9,24.4,Partially cloudy,11,139
7471,1321149600,20111113,2011111321,21,4,53.2,53.2,47.0,33.5,0.0,11.1,9.9,24.4,Partially cloudy,11,95
7472,1321153200,20111113,2011111322,22,4,53.0,53.0,48.22,33.9,0.0,9.9,9.9,44.6,Partially cloudy,11,89
7473,1321156800,20111113,2011111323,23,4,51.1,51.1,59.01,37.3,0.0,6.9,9.9,79.3,Partially cloudy,11,67
7474,1321160400,20111113,201111130,0,4,51.0,51.0,58.33,36.9,0.0,8.0,9.9,89.1,Partially cloudy,11,73
7475,1321164000,20111113,201111131,1,4,48.3,44.7,65.6,37.3,0.0,7.8,9.9,89.1,Partially cloudy,11,71
7476,1321167600,20111113,201111132,2,4,48.0,45.9,58.15,33.9,0.0,4.9,9.9,79.3,Partially cloudy,11,57
7477,1321171200,20111113,201111133,3,4,47.8,45.3,61.31,35.2,0.0,5.7,9.9,92.8,Overcast,11,28
7478,1321174800,20111113,201111134,4,4,47.6,44.9,61.74,35.2,0.0,5.9,9.9,91.1,Overcast,11,6
7479,1321178400,20111113,201111135,5,4,45.6,42.0,63.31,33.9,0.0,6.8,9.9,80.3,Partially cloudy,11,5
7480,1321182000,20111113,201111136,6,4,45.8,42.8,65.98,35.1,0.0,5.7,9.9,44.6,Partially cloudy,11,23
7481,1321185600,20111113,201111137,7,4,45.3,40.7,68.04,35.4,0.0,8.9,9.9,44.6,Partially cloudy,11,43
7482,1321189200,20111113,201111138,8,4,45.9,44.4,66.18,35.3,0.0,3.7,9.9,87.5,Partially cloudy,11,79
7483,1321192800,20111113,201111139,9,4,51.1,51.1,54.51,35.3,0.0,11.2,9.9,47.6,Partially cloudy,11,135
7484,1321196400,20111113,2011111310,10,4,55.2,55.2,44.61,34.0,0.0,13.8,9.9,83.1,Partially cloudy,11,241
7485,1321200000,20111113,2011111311,11,4,57.2,57.2,40.74,33.5,0.0,16.7,9.9,82.9,Partially cloudy,11,295
7486,1321203600,20111113,2011111312,12,4,59.1,59.1,37.83,33.4,0.0,18.9,9.9,89.1,Partially cloudy,11,354
7487,1321207200,20111113,2011111313,13,4,62.6,62.6,29.72,30.5,0.0,16.8,9.9,89.1,Partially cloudy,11,339
7488,1321210800,20111113,2011111314,14,4,64.3,64.3,27.64,30.1,0.0,19.8,9.9,92.1,Overcast,11,371
7489,1321214400,20111113,2011111315,15,4,61.1,61.1,39.74,36.4,0.0,13.8,9.9,92.9,Overcast,11,310
7490,1321218000,20111113,2011111316,16,4,64.1,64.1,27.54,29.9,0.0,15.9,9.9,97.4,Overcast,11,319
7491,1321221600,20111113,2011111317,17,4,62.6,62.6,27.13,28.2,0.0,13.5,9.9,84.7,Partially cloudy,11,231
7492,1321225200,20111113,2011111318,18,4,62.1,62.1,28.04,28.6,0.0,13.7,9.9,88.3,Partially cloudy,11,190
7493,1321228800,20111114,2011111419,19,4,60.7,60.7,29.64,28.8,0.0,14.8,9.9,54.2,Partially cloudy,11,302
7494,1321232400,20111114,2011111420,20,4,60.3,60.3,31.64,30.0,0.0,14.9,9.9,86.1,Partially cloudy,11,240
7495,1321236000,20111114,2011111421,21,4,58.8,58.8,36.36,32.2,0.0,10.9,9.9,79.3,Partially cloudy,11,213
7496,1321239600,20111114,2011111422,22,4,58.8,58.8,41.4,35.4,0.0,16.1,9.9,24.4,Partially cloudy,11,113
7497,1321243200,20111114,2011111423,23,4,57.4,57.4,50.35,39.1,0.0,12.8,9.9,24.4,Partially cloudy,11,61
7498,1321246800,20111114,201111140,0,4,57.0,57.0,58.18,42.5,0.0,11.8,9.9,24.4,Partially cloudy,11,30
7499,1321250400,20111114,201111141,1,4,56.9,56.9,62.54,44.3,0.0,12.8,9.9,0.0,Clear,11,11
7500,1321254000,20111114,201111142,2,4,56.9,56.9,63.62,44.7,0.0,14.9,9.9,0.0,Clear,11,17
7501,1321257600,20111114,201111143,3,4,55.7,55.7,66.46,44.7,0.0,11.7,9.9,44.6,Partially cloudy,11,7
7502,1321261200,20111114,201111144,4,4,55.7,55.7,66.46,44.7,0.0,9.6,9.9,79.3,Partially cloudy,11,5
7503,1321264800,20111114,201111145,5,4,55.6,55.6,66.85,44.8,0.0,10.5,8.8,92.9,Overcast,11,19
7504,1321268400,20111114,201111146,6,4,55.3,55.3,71.57,46.2,0.0,9.4,9.9,89.1,Partially cloudy,11,114
7505,1321272000,20111114,201111147,7,4,55.6,55.6,70.66,46.3,0.0,10.5,9.9,82.5,Partially cloudy,11,322
7506,1321275600,20111114,201111148,8,4,57.0,57.0,68.28,46.7,0.0,8.4,9.9,89.1,Partially cloudy,11,452
7507,1321279200,20111114,201111149,9,4,58.9,58.9,67.09,48.0,0.0,13.7,9.9,89.1,Partially cloudy,11,233
7508,1321282800,20111114,2011111410,10,4,60.7,60.7,64.23,48.5,0.0,11.6,9.9,89.1,Partially cloudy,11,111
7509,1321286400,20111114,2011111411,11,4,64.8,64.8,58.51,49.9,0.0,11.6,9.9,89.1,Partially cloudy,11,128
7510,1321290000,20111114,2011111412,12,4,66.9,66.9,54.8,50.1,0.0,12.7,9.9,79.3,Partially cloudy,11,202
7511,1321293600,20111114,2011111413,13,4,70.0,70.0,49.16,50.1,0.0,15.8,9.9,79.3,Partially cloudy,11,203
7512,1321297200,20111114,2011111414,14,4,71.8,71.8,46.31,50.1,0.0,17.7,9.9,79.3,Partially cloudy,11,185
7513,1321300800,20111114,2011111415,15,4,73.2,73.2,44.2,50.1,0.0,14.0,9.9,79.3,Partially cloudy,11,195
7514,1321304400,20111114,2011111416,16,4,71.7,71.7,46.48,50.1,0.0,17.1,9.9,79.3,Partially cloudy,11,315
7515,1321308000,20111114,2011111417,17,4,71.2,71.2,47.12,50.0,0.0,10.3,9.9,79.3,Partially cloudy,11,519
7516,1321311600,20111114,2011111418,18,4,66.3,66.3,56.0,50.1,0.0,11.2,9.9,79.3,Partially cloudy,11,489
7517,1321315200,20111115,2011111519,19,4,69.7,69.7,52.35,51.5,0.0,12.9,9.9,79.3,Partially cloudy,11,286
7518,1321318800,20111115,2011111520,20,4,69.2,69.2,53.24,51.5,0.0,14.8,9.9,79.3,Partially cloudy,11,238
7519,1321322400,20111115,2011111521,21,4,69.2,69.2,54.25,52.0,0.0,14.9,9.9,79.3,Partially cloudy,11,168
7520,1321326000,20111115,2011111522,22,4,67.9,67.9,56.74,52.0,0.0,14.9,9.9,79.3,Partially cloudy,11,128
7521,1321329600,20111115,2011111523,23,4,66.4,66.4,62.45,53.2,0.0,12.9,9.9,79.3,Partially cloudy,11,80
7522,1321333200,20111115,201111150,0,4,66.4,66.4,62.58,53.3,0.0,14.9,9.9,79.3,Partially cloudy,11,22
7523,1321336800,20111115,201111151,1,4,66.4,66.4,59.72,52.0,0.0,13.1,9.9,79.3,Partially cloudy,11,10
7524,1321340400,20111115,201111152,2,4,66.0,66.0,63.41,53.3,0.0,10.3,9.9,79.3,Partially cloudy,11,15
7525,1321344000,20111115,201111153,3,4,64.8,64.8,66.29,53.3,0.0,13.9,9.9,89.1,Partially cloudy,11,4
7526,1321347600,20111115,201111154,4,4,66.0,66.0,63.56,53.3,0.0,12.7,9.9,79.3,Partially cloudy,11,7
7527,1321351200,20111115,201111155,5,4,64.6,64.6,66.69,53.3,0.0,11.5,9.9,79.3,Partially cloudy,11,28
7528,1321354800,20111115,201111156,6,4,65.9,65.9,63.77,53.3,0.0,3.7,9.9,99.1,Overcast,11,108
7529,1321358400,20111115,201111157,7,4,64.5,64.5,67.06,53.3,0.0,4.8,9.9,94.6,Overcast,11,319
7530,1321362000,20111115,201111158,8,4,64.6,64.6,67.82,53.7,0.0,4.5,9.9,98.8,Overcast,11,480
7531,1321365600,20111115,201111159,9,4,65.9,65.9,64.73,53.7,0.0,3.6,9.9,100.0,Overcast,11,200
7532,1321369200,20111115,2011111510,10,4,66.4,66.4,63.73,53.8,0.0,10.8,9.9,100.0,Overcast,11,138
7533,1321372800,20111115,2011111511,11,4,66.1,66.1,64.3,53.7,0.0,7.6,9.9,100.0,Overcast,11,134
7534,1321376400,20111115,2011111512,12,4,64.8,64.8,66.86,53.5,0.0,0.6,9.9,99.6,Overcast,11,176
7535,1321380000,20111115,2011111513,13,4,66.0,66.0,56.33,50.0,0.0,6.8,9.9,100.0,Overcast,11,153
7536,1321383600,20111115,2011111514,14,4,64.2,64.2,59.96,50.0,0.0,11.3,9.9,100.0,Overcast,11,147
7537,1321387200,20111115,2011111515,15,4,64.0,64.0,60.72,50.2,0.0,5.4,9.9,100.0,Overcast,11,191
7538,1321390800,20111115,2011111516,16,4,62.2,62.2,68.0,51.5,0.0,5.5,9.9,100.0,Overcast,11,271
7539,1321394400,20111115,2011111517,17,4,60.9,60.9,71.28,51.5,0.0,7.6,9.9,100.0,Overcast,11,451
7540,1321398000,20111115,2011111518,18,4,60.5,60.5,72.31,51.5,0.0,11.2,9.9,100.0,Overcast,11,441
7541,1321401600,20111116,2011111619,19,4,60.6,60.6,73.18,52.0,0.0,14.8,9.9,100.0,Overcast,11,111
7542,1321405200,20111116,2011111620,20,4,58.8,58.8,82.55,53.5,0.0,5.4,9.9,100.0,Overcast,11,99
7543,1321408800,20111116,2011111621,21,4,60.1,60.1,78.53,53.4,0.0,3.0,9.9,100.0,Overcast,11,75
7544,1321412400,20111116,2011111622,22,4,57.0,57.0,89.15,53.9,0.0,4.2,9.8,100.0,Overcast,11,46
7545,1321416000,20111116,2011111623,23,4,57.0,57.0,93.82,55.2,0.0,4.5,9.9,100.0,Overcast,11,31
7546,1321419600,20111116,201111160,0,4,57.4,57.4,92.59,55.3,0.0,0.0,9.9,100.0,Overcast,11,31
7547,1321423200,20111116,201111161,1,4,57.4,57.4,93.86,55.7,0.01,3.7,5.4,100.0,"Rain, Overcast",11,5
7548,1321426800,20111116,201111162,2,4,57.4,57.4,93.97,55.7,0.03,5.7,4.3,100.0,"Rain, Overcast",11,10
7549,1321430400,20111116,201111163,3,4,56.2,56.2,95.21,54.8,0.0,0.0,3.9,95.0,Overcast,11,5
7550,1321434000,20111116,201111164,4,4,55.8,55.8,99.64,55.7,0.0,8.6,5.4,100.0,Overcast,11,4
7551,1321437600,20111116,201111165,5,4,57.0,57.0,95.27,55.7,0.01,4.8,7.1,97.5,"Rain, Overcast",11,13
7552,1321441200,20111116,201111166,6,4,57.0,57.0,95.18,55.6,0.02,5.7,7.1,94.4,"Rain, Overcast",11,56
7553,1321444800,20111116,201111167,7,4,56.5,56.5,95.45,55.3,0.02,3.9,5.2,100.0,"Rain, Overcast",11,137
7554,1321448400,20111116,201111168,8,4,56.9,56.9,95.42,55.6,0.03,0.0,3.8,100.0,"Rain, Overcast",11,232
7555,1321452000,20111116,201111169,9,4,55.7,55.7,98.51,55.3,0.05,3.2,3.2,100.0,"Rain, Overcast",11,82
7556,1321455600,20111116,2011111610,10,4,55.7,55.7,99.74,55.7,0.09,0.0,1.9,100.0,"Rain, Overcast",11,36
7557,1321459200,20111116,2011111611,11,4,57.0,57.0,95.47,55.8,0.08,5.6,3.2,100.0,"Rain, Overcast",11,60
7558,1321462800,20111116,2011111612,12,4,57.2,57.2,99.47,57.1,0.02,0.3,3.7,100.0,"Rain, Overcast",11,54
7559,1321466400,20111116,2011111613,13,4,57.2,57.2,95.4,55.9,0.02,5.6,3.3,100.0,"Rain, Overcast",11,58
7560,1321470000,20111116,2011111614,14,4,57.3,57.3,99.49,57.2,0.02,5.6,3.8,100.0,"Rain, Overcast",11,61
7561,1321473600,20111116,2011111615,15,4,59.1,59.1,94.73,57.6,0.0,6.7,6.6,100.0,Overcast,11,66
7562,1321477200,20111116,2011111616,16,4,59.0,59.0,94.91,57.5,0.0,3.5,2.4,100.0,Overcast,11,123
7563,1321480800,20111116,2011111617,17,4,59.0,59.0,93.43,57.1,0.0,5.9,8.7,100.0,Overcast,11,233
7564,1321484400,20111116,2011111618,18,4,59.0,59.0,89.04,55.8,0.0,11.4,8.2,100.0,Overcast,11,189
7565,1321488000,20111117,2011111719,19,4,57.0,57.0,88.87,53.8,0.03,13.8,8.2,100.0,"Rain, Overcast",11,217
7566,1321491600,20111117,2011111720,20,4,55.6,55.6,86.34,51.6,0.05,15.8,9.9,99.2,"Rain, Overcast",11,169
7567,1321495200,20111117,2011111721,21,4,55.1,55.1,87.83,51.5,0.02,11.1,9.9,99.2,"Rain, Overcast",11,116
7568,1321498800,20111117,2011111722,22,4,53.7,53.7,87.94,50.2,0.03,8.9,9.9,99.6,"Rain, Overcast",11,84
7569,1321502400,20111117,2011111723,23,4,53.6,53.6,87.54,50.0,0.03,5.9,9.9,99.2,"Rain, Overcast",11,58
7570,1321506000,20111117,201111170,0,4,53.2,53.2,88.97,50.0,0.0,10.0,9.9,99.6,Overcast,11,24
7571,1321509600,20111117,201111171,1,4,53.1,53.1,84.6,48.6,0.0,6.6,9.9,98.8,Overcast,11,5
7572,1321513200,20111117,201111172,2,4,53.1,53.1,84.55,48.6,0.0,8.6,9.9,99.6,Overcast,11,5
7573,1321516800,20111117,201111173,3,4,53.2,53.2,78.57,46.7,0.0,13.4,9.9,100.0,Overcast,11,3
7574,1321520400,20111117,201111174,4,4,51.5,51.5,64.31,39.8,0.0,16.4,9.9,100.0,Overcast,11,4
7575,1321524000,20111117,201111175,5,4,48.6,43.8,60.76,35.6,0.0,11.5,9.9,100.0,Overcast,11,22
7576,1321527600,20111117,201111176,6,4,47.7,44.2,59.13,34.2,0.01,7.6,9.9,96.6,"Rain, Overcast",11,75
7577,1321531200,20111117,201111177,7,4,46.6,42.0,60.27,33.6,0.0,9.5,9.9,91.7,Overcast,11,168
7578,1321534800,20111117,201111178,8,4,46.5,40.7,60.08,33.4,0.0,13.0,9.9,95.6,Overcast,11,355
7579,1321538400,20111117,201111179,9,4,46.5,40.9,57.4,32.2,0.0,12.3,9.9,94.4,Overcast,11,198
7580,1321542000,20111117,2011111710,10,4,46.5,40.5,60.22,33.4,0.0,13.5,9.9,91.7,Overcast,11,81
7581,1321545600,20111117,2011111711,11,4,44.0,37.3,66.17,33.5,0.0,13.9,8.8,98.3,Overcast,11,97
7582,1321549200,20111117,2011111712,12,4,46.0,40.3,55.01,30.7,0.0,12.2,9.9,92.1,Overcast,11,121
7583,1321552800,20111117,2011111713,13,4,46.1,39.0,50.71,28.8,0.0,17.9,9.9,97.4,Overcast,11,124
7584,1321556400,20111117,2011111714,14,4,46.6,39.8,49.4,28.6,0.0,16.6,9.9,96.6,Overcast,11,110
7585,1321560000,20111117,2011111715,15,4,46.1,38.8,48.67,27.8,0.0,18.6,9.9,96.0,Overcast,11,116
7586,1321563600,20111117,2011111716,16,4,44.6,37.2,39.37,21.4,0.0,17.0,9.9,89.3,Partially cloudy,11,195
7587,1321567200,20111117,2011111717,17,4,44.5,37.4,42.17,22.9,0.0,15.9,9.9,46.6,Partially cloudy,11,399
7588,1321570800,20111117,2011111718,18,4,44.0,39.3,40.74,21.6,0.0,8.2,9.9,24.4,Partially cloudy,11,307
7589,1321574400,20111118,2011111819,19,4,42.7,37.3,45.21,22.9,0.0,9.2,9.9,0.0,Clear,11,190
7590,1321578000,20111118,2011111820,20,4,42.7,36.3,41.98,21.2,0.0,11.8,9.9,0.0,Clear,11,137
7591,1321581600,20111118,2011111821,21,4,42.2,36.2,43.43,21.5,0.0,10.4,9.9,0.0,Clear,11,111
7592,1321585200,20111118,2011111822,22,4,39.4,32.8,51.33,22.9,0.0,10.3,9.9,0.0,Clear,11,97
7593,1321588800,20111118,2011111823,23,4,39.3,33.2,51.56,22.9,0.0,9.1,9.9,0.0,Clear,11,59
7594,1321592400,20111118,201111180,0,4,39.3,34.1,47.66,21.0,0.0,7.2,9.9,24.4,Partially cloudy,11,30
7595,1321596000,20111118,201111181,1,4,38.9,31.0,44.92,19.3,0.0,13.4,9.9,0.0,Clear,11,10
7596,1321599600,20111118,201111182,2,4,37.6,30.9,42.95,17.1,0.0,9.6,9.9,0.0,Clear,11,10
7597,1321603200,20111118,201111183,3,4,37.4,29.9,40.24,15.4,0.0,11.2,9.9,0.0,Clear,11,2
7598,1321606800,20111118,201111184,4,4,35.6,29.7,43.23,15.4,0.0,7.2,9.9,0.0,Clear,11,5
7599,1321610400,20111118,201111185,5,4,35.4,30.5,43.89,15.6,0.0,5.8,9.9,0.0,Clear,11,22
7600,1321614000,20111118,201111186,6,4,35.0,31.8,44.39,15.5,0.0,3.7,9.9,0.0,Clear,11,71
7601,1321617600,20111118,201111187,7,4,34.8,29.2,45.94,16.1,0.0,6.6,9.9,0.0,Clear,11,216
7602,1321621200,20111118,201111188,8,4,35.5,29.2,44.82,16.2,0.0,7.9,9.9,0.0,Clear,11,375
7603,1321624800,20111118,201111189,9,4,38.9,33.0,41.61,17.5,0.0,8.5,9.9,0.0,Clear,11,213
7604,1321628400,20111118,2011111810,10,4,39.5,32.4,40.21,17.2,0.0,11.4,9.9,0.0,Clear,11,115
7605,1321632000,20111118,2011111811,11,4,42.7,38.8,36.1,17.7,0.0,6.4,9.9,0.0,Clear,11,140
7606,1321635600,20111118,2011111812,12,4,44.2,41.3,34.27,17.7,0.0,5.0,9.9,0.0,Clear,11,165
7607,1321639200,20111118,2011111813,13,4,46.1,41.5,31.26,17.3,0.0,9.4,9.9,0.0,Clear,11,177
7608,1321642800,20111118,2011111814,14,4,46.1,43.2,30.88,17.0,0.0,5.7,9.9,0.0,Clear,11,154
7609,1321646400,20111118,2011111815,15,4,46.5,43.5,29.06,16.0,0.0,5.9,9.9,0.0,Clear,11,178
7610,1321650000,20111118,2011111816,16,4,46.1,43.4,28.85,15.5,0.0,5.4,9.9,24.4,Partially cloudy,11,209
7611,1321653600,20111118,2011111817,17,4,43.8,40.5,32.48,16.2,0.0,5.8,9.9,24.4,Partially cloudy,11,378
7612,1321657200,20111118,2011111818,18,4,42.2,38.1,37.24,17.9,0.0,6.6,9.9,24.4,Partially cloudy,11,328
7613,1321660800,20111119,2011111919,19,4,40.1,35.4,44.05,20.0,0.0,6.8,9.9,0.0,Clear,11,182
7614,1321664400,20111119,2011111920,20,4,40.1,34.9,50.07,23.0,0.0,7.6,9.9,79.3,Partially cloudy,11,163
7615,1321668000,20111119,2011111921,21,4,40.2,35.5,49.38,22.7,0.0,6.8,9.9,24.4,Partially cloudy,11,108
7616,1321671600,20111119,2011111922,22,4,38.3,34.7,53.29,22.8,0.0,4.7,9.9,0.0,Clear,11,106
7617,1321675200,20111119,2011111923,23,4,38.2,33.9,60.72,25.9,0.0,5.7,9.9,24.4,Partially cloudy,11,93
7618,1321678800,20111119,201111190,0,4,38.2,32.6,57.7,24.6,0.0,7.8,9.9,0.0,Clear,11,53
7619,1321682400,20111119,201111191,1,4,38.2,30.7,54.0,23.1,0.0,12.0,9.9,0.0,Clear,11,35
7620,1321686000,20111119,201111192,2,4,37.4,32.0,55.85,23.0,0.0,7.0,9.9,0.0,Clear,11,46
7621,1321689600,20111119,201111193,3,4,38.5,31.9,50.19,21.6,0.0,9.9,9.9,0.0,Clear,11,15
7622,1321693200,20111119,201111194,4,4,38.4,30.5,50.46,21.6,0.0,13.0,9.9,0.0,Clear,11,8
7623,1321696800,20111119,201111195,5,4,37.0,30.0,56.76,23.1,0.0,9.8,9.9,0.0,Clear,11,2
7624,1321700400,20111119,201111196,6,4,36.9,29.1,60.25,24.4,0.0,11.8,9.9,0.0,Clear,11,12
7625,1321704000,20111119,201111197,7,4,37.1,30.1,60.78,24.8,0.0,9.8,9.9,79.3,Partially cloudy,11,41
7626,1321707600,20111119,201111198,8,4,38.5,31.8,57.9,24.9,0.0,9.9,9.9,79.3,Partially cloudy,11,92
7627,1321711200,20111119,201111199,9,4,41.0,33.9,51.83,24.6,0.0,12.5,9.9,44.6,Partially cloudy,11,142
7628,1321714800,20111119,2011111910,10,4,44.3,38.8,46.32,25.0,0.0,10.4,9.9,44.6,Partially cloudy,11,200
7629,1321718400,20111119,2011111911,11,4,48.5,44.3,39.42,24.9,0.0,9.6,9.9,24.4,Partially cloudy,11,233
7630,1321722000,20111119,2011111912,12,4,51.3,51.3,34.77,24.4,0.0,11.8,9.9,79.3,Partially cloudy,11,311
7631,1321725600,20111119,2011111913,13,4,53.2,53.2,30.79,23.1,0.0,11.5,9.9,82.2,Partially cloudy,11,363
7632,1321729200,20111119,2011111914,14,4,53.7,53.7,31.83,24.4,0.0,12.6,9.9,79.3,Partially cloudy,11,349
7633,1321732800,20111119,2011111915,15,4,53.7,53.7,39.21,29.5,0.0,8.4,9.9,79.3,Partially cloudy,11,382
7634,1321736400,20111119,2011111916,16,4,53.6,53.6,38.08,28.6,0.0,12.3,9.9,79.3,Partially cloudy,11,287
7635,1321740000,20111119,2011111917,17,4,51.6,51.6,41.1,28.7,0.0,8.0,9.9,79.3,Partially cloudy,11,232
7636,1321743600,20111119,2011111918,18,4,49.5,47.2,47.22,30.2,0.0,5.7,9.9,79.3,Partially cloudy,11,208
7637,1321747200,20111120,2011112019,19,4,46.2,43.2,70.14,37.0,0.0,6.0,9.9,89.1,Partially cloudy,11,157
7638,1321750800,20111120,2011112020,20,4,48.0,45.9,58.01,33.9,0.0,4.9,9.9,89.1,Partially cloudy,11,113
7639,1321754400,20111120,2011112021,21,4,47.7,44.0,61.92,35.2,0.0,7.8,9.9,92.8,Overcast,11,105
7640,1321758000,20111120,2011112022,22,4,49.5,46.7,62.27,37.1,0.0,6.8,9.9,96.4,Overcast,11,40
7641,1321761600,20111120,2011112023,23,4,49.8,46.1,63.2,37.8,0.0,9.1,9.9,83.1,Partially cloudy,11,28
7642,1321765200,20111120,201111200,0,4,50.0,50.0,65.82,39.0,0.0,7.3,9.9,82.3,Partially cloudy,11,93
7643,1321768800,20111120,201111201,1,4,51.3,51.3,62.89,39.1,0.0,10.2,9.9,81.1,Partially cloudy,11,84
7644,1321772400,20111120,201111202,2,4,51.3,51.3,63.88,39.5,0.0,11.1,9.9,82.5,Partially cloudy,11,56
7645,1321776000,20111120,201111203,3,4,51.4,51.4,67.33,40.9,0.0,11.3,9.9,92.3,Overcast,11,37
7646,1321779600,20111120,201111204,4,4,51.7,51.7,69.93,42.3,0.0,11.3,9.9,90.9,Overcast,11,12
7647,1321783200,20111120,201111205,5,4,53.5,53.5,66.06,42.4,0.0,11.4,9.9,90.1,Overcast,11,4
7648,1321786800,20111120,201111206,6,4,53.3,53.3,68.11,43.1,0.0,10.4,9.9,89.1,Partially cloudy,11,9
7649,1321790400,20111120,201111207,7,4,53.2,53.2,68.19,43.0,0.0,9.3,9.9,82.5,Partially cloudy,11,23
7650,1321794000,20111120,201111208,8,4,53.4,53.4,72.49,44.8,0.0,11.5,9.9,92.1,Overcast,11,65
7651,1321797600,20111120,201111209,9,4,55.6,55.6,70.54,46.2,0.0,7.4,9.9,86.7,Partially cloudy,11,138
7652,1321801200,20111120,2011112010,10,4,56.0,56.0,71.01,46.7,0.0,5.1,9.9,89.1,Partially cloudy,11,229
7653,1321804800,20111120,2011112011,11,4,61.0,61.0,62.35,48.1,0.0,5.3,9.9,91.1,Overcast,11,286
7654,1321808400,20111120,2011112012,12,4,61.3,61.3,62.97,48.6,0.0,6.3,9.9,89.1,Partially cloudy,11,304
7655,1321812000,20111120,2011112013,13,4,64.6,64.6,59.11,50.0,0.0,8.1,9.8,89.1,Partially cloudy,11,369
7656,1321815600,20111120,2011112014,14,4,63.1,63.1,62.29,50.0,0.0,9.9,9.9,79.3,Partially cloudy,11,363
7657,1321819200,20111120,2011112015,15,4,63.2,63.2,65.33,51.4,0.0,7.9,9.9,94.6,Overcast,11,351
7658,1321822800,20111120,2011112016,16,4,63.1,63.1,62.66,50.1,0.0,5.8,9.9,97.4,Overcast,11,306
7659,1321826400,20111120,2011112017,17,4,62.3,62.3,64.53,50.2,0.0,7.8,9.9,92.8,Overcast,11,203
7660,1321830000,20111120,2011112018,18,4,63.9,63.9,64.05,51.5,0.0,7.6,9.9,98.8,Overcast,11,145
7661,1321833600,20111121,2011112119,19,4,60.4,60.4,72.44,51.5,0.0,4.5,9.9,100.0,Overcast,11,137
7662,1321837200,20111121,2011112120,20,4,62.3,62.3,68.61,51.9,0.0,4.7,9.9,100.0,Overcast,11,80
7663,1321840800,20111121,2011112121,21,4,59.1,59.1,77.33,52.0,0.0,3.3,9.9,100.0,Overcast,11,114
7664,1321844400,20111121,2011112122,22,4,60.8,60.8,72.81,52.0,0.0,0.3,9.9,99.6,Overcast,11,78
7665,1321848000,20111121,2011112123,23,4,57.1,57.1,88.59,53.8,0.01,3.4,8.3,100.0,"Rain, Overcast",11,33
7666,1321851600,20111121,201111210,0,4,57.4,57.4,93.86,55.6,0.01,0.1,9.9,100.0,"Rain, Overcast",11,17
7667,1321855200,20111121,201111211,1,4,57.0,57.0,93.76,55.3,0.0,7.4,5.3,100.0,Overcast,11,12
7668,1321858800,20111121,201111212,2,4,57.0,57.0,93.85,55.3,0.0,7.7,4.3,99.8,Overcast,11,3
7669,1321862400,20111121,201111213,3,4,55.7,55.7,98.24,55.3,0.03,6.8,4.2,100.0,"Rain, Overcast",11,4
7670,1321866000,20111121,201111214,4,4,55.8,55.8,98.27,55.3,0.01,0.4,4.2,100.0,"Rain, Overcast",11,5
7671,1321869600,20111121,201111215,5,4,55.3,55.3,94.99,53.9,0.0,0.0,4.2,100.0,Overcast,11,20
7672,1321873200,20111121,201111216,6,4,53.8,53.8,99.95,53.8,0.0,0.0,3.0,99.8,Overcast,11,76
7673,1321876800,20111121,201111217,7,4,55.6,55.6,99.93,55.6,0.0,4.7,2.9,100.0,Overcast,11,246
7674,1321880400,20111121,201111218,8,4,57.0,57.0,95.29,55.7,0.0,3.0,3.5,96.5,Overcast,11,391
7675,1321884000,20111121,201111219,9,4,55.7,55.7,99.74,55.6,0.0,3.2,4.8,100.0,Overcast,11,237
7676,1321887600,20111121,2011112110,10,4,60.8,60.8,88.88,57.5,0.0,3.3,6.1,100.0,Overcast,11,135
7677,1321891200,20111121,2011112111,11,4,62.3,62.3,84.4,57.6,0.0,4.8,6.6,98.6,Overcast,11,128
7678,1321894800,20111121,2011112112,12,4,62.6,62.6,82.05,57.0,0.0,4.9,8.8,97.8,Overcast,11,162
7679,1321898400,20111121,2011112113,13,4,61.0,61.0,77.49,53.9,0.0,5.9,9.9,99.2,Overcast,11,134
7680,1321902000,20111121,2011112114,14,4,59.2,59.2,81.16,53.4,0.0,7.8,9.9,99.8,Overcast,11,135
7681,1321905600,20111121,2011112115,15,4,57.6,57.6,86.88,53.7,0.0,9.5,5.3,100.0,Overcast,11,108
7682,1321909200,20111121,2011112116,16,4,55.7,55.7,91.69,53.4,0.0,9.0,2.9,100.0,Overcast,11,108
7683,1321912800,20111121,2011112117,17,4,53.3,53.3,93.64,51.6,0.01,11.1,2.6,100.0,"Rain, Overcast",11,210
7684,1321916400,20111121,2011112118,18,4,53.2,53.2,89.25,50.1,0.0,7.9,3.9,100.0,Overcast,11,192
7685,1321920000,20111122,2011112219,19,4,51.8,51.8,93.29,50.0,0.01,7.0,3.7,100.0,"Rain, Overcast",11,111
