,datetimeepoch,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,date,hr,datetime,instant,dteday,season,yr,mnth,hr-2,holiday,weekday,workingday,weathersit,temp-2,atemp,hum,windspeed-2,casual,registered,cnt,datetime-2
7118,1319878800,40.8,32.8,88.34,37.6,0.08,15.4,3.9,100.0,"Rain, Overcast",20111029,5,201110295,7119,20111029,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1,201110295
7119,1319882400,39.0,30.1,88.25,35.9,0.07,16.6,8.2,100.0,"Rain, Overcast",20111029,6,201110296,7120,20111029,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5,201110296
7120,1319886000,39.0,30.9,88.24,35.9,0.08,14.2,6.3,100.0,"Rain, Overcast",20111029,7,201110297,7121,20111029,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7,201110297
7121,1319889600,39.1,30.9,87.98,35.9,0.07,14.6,8.8,100.0,"Rain, Overcast",20111029,8,201110298,7122,20111029,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20,201110298
7122,1319893200,39.5,32.5,91.5,37.3,0.04,11.5,5.8,100.0,"Rain, Overcast",20111029,9,201110299,7123,20111029,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20,201110299
7123,1319896800,39.5,31.7,92.94,37.7,0.19,13.4,3.8,100.0,"Rain, Overcast",20111029,10,2011102910,7124,20111029,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12,2011102910
7124,1319900400,39.6,31.6,93.16,37.8,0.16,14.0,6.4,100.0,"Rain, Overcast",20111029,11,2011102911,7125,20111029,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27,2011102911
7125,1319904000,39.5,31.1,91.82,37.4,0.03,15.7,9.8,100.0,"Rain, Overcast",20111029,12,2011102912,7126,20111029,4,0,10,12,0,6,0,3,0.24,0.19699999999999998,0.87,0.4925,6,44,50,2011102912
7126,1319907600,39.0,29.9,88.19,35.8,0.05,17.1,5.4,100.0,"Rain, Overcast",20111029,13,2011102913,7127,20111029,4,0,10,13,0,6,0,3,0.24,0.19699999999999998,0.87,0.5224,0,30,30,2011102913
7127,1319911200,35.8,25.1,91.52,33.6,0.05,19.7,2.5,100.0,"Rain, Overcast",20111029,14,2011102914,7128,20111029,4,0,10,14,0,6,0,3,0.24,0.19699999999999998,0.87,0.4478,0,29,29,2011102914
7128,1319914800,37.0,26.8,88.06,33.8,0.01,19.3,7.0,100.0,"Rain, Overcast",20111029,15,2011102915,7129,20111029,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41,2011102915
7129,1319918400,37.1,27.2,87.97,33.9,0.04,18.1,4.2,99.2,"Rain, Overcast",20111029,16,2011102916,7130,20111029,4,0,10,16,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,3,19,22,2011102916
7130,1319922000,33.9,24.7,92.79,32.0,0.03,13.2,1.9,97.7,"Rain, Overcast",20111029,17,2011102917,7131,20111029,4,0,10,17,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,3,28,31,2011102917
7131,1319925600,35.6,26.2,93.39,33.8,0.03,14.7,7.1,99.2,"Rain, Overcast",20111029,18,2011102918,7132,20111029,4,0,10,18,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,6,37,43,2011102918
7132,1319929200,37.1,28.5,87.98,33.9,0.01,13.7,9.9,100.0,"Rain, Overcast",20111029,19,2011102919,7133,20111029,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39,2011102919
7133,1319932800,37.1,28.1,87.84,33.8,0.0,15.0,9.9,99.2,Overcast,20111030,20,2011103020,7158,20111030,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0.0,18,74,92,2011103020
7134,1319936400,37.1,27.9,86.47,33.4,0.0,15.7,9.9,49.2,Partially cloudy,20111030,21,2011103021,7159,20111030,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0.0,4,75,79,2011103021
7135,1319940000,37.0,28.2,86.4,33.4,0.0,14.4,9.9,26.4,Partially cloudy,20111030,22,2011103022,7160,20111030,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,13,58,71,2011103022
7136,1319943600,35.7,28.7,86.38,32.0,0.0,9.1,9.9,24.4,Partially cloudy,20111030,23,2011103023,7161,20111030,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,7,30,37,2011103023
7137,1319947200,35.1,28.8,88.18,32.0,0.0,7.7,9.9,24.4,Partially cloudy,20111030,0,201110300,7138,20111030,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54,201110300
7138,1319950800,35.5,28.5,86.81,32.0,0.0,9.1,9.9,24.4,Partially cloudy,20111030,1,201110301,7139,20111030,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43,201110301
7139,1319954400,35.6,28.0,86.64,32.0,0.0,10.3,9.9,25.3,Partially cloudy,20111030,2,201110302,7140,20111030,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50,201110302
7140,1319958000,35.6,27.8,86.56,32.0,0.0,10.8,9.9,0.0,Clear,20111030,3,201110303,7141,20111030,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33,201110303
7141,1319961600,37.0,28.2,77.31,30.6,0.0,14.4,9.9,0.0,Clear,20111030,4,201110304,7142,20111030,4,0,10,4,0,0,0,1,0.22,0.19699999999999998,0.8,0.3284,1,10,11,201110304
7142,1319965200,35.6,26.8,81.32,30.5,0.0,13.4,9.9,0.0,Clear,20111030,5,201110305,7143,20111030,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4,201110305
7143,1319968800,37.0,29.0,76.97,30.5,0.0,12.4,9.9,0.0,Clear,20111030,6,201110306,7144,20111030,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10,201110306
7144,1319972400,36.9,29.8,77.2,30.5,0.0,10.0,9.9,0.0,Clear,20111030,7,201110307,7145,20111030,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0.0,7,15,22,201110307
7145,1319976000,37.0,37.0,75.89,30.1,0.0,0.8,9.9,0.0,Clear,20111030,8,201110308,7146,20111030,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80,201110308
7146,1319979600,39.3,33.3,70.71,30.6,0.0,8.9,9.9,0.0,Clear,20111030,9,201110309,7147,20111030,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147,201110309
7147,1319983200,42.4,36.6,66.75,32.1,0.0,10.0,9.9,0.0,Clear,20111030,10,2011103010,7148,20111030,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178,2011103010
7148,1319986800,44.7,42.8,60.67,31.9,0.0,4.0,9.9,0.0,Clear,20111030,11,2011103011,7149,20111030,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240,2011103011
7149,1319990400,48.0,44.0,53.58,31.9,0.0,8.8,9.9,0.0,Clear,20111030,12,2011103012,7150,20111030,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.19399999999999998,85,229,314,2011103012
7150,1319994000,50.0,50.0,49.39,31.8,0.0,8.0,9.9,24.4,Partially cloudy,20111030,13,2011103013,7151,20111030,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345,2011103013
7151,1319997600,51.8,51.8,42.62,29.8,0.0,9.3,9.9,24.4,Partially cloudy,20111030,14,2011103014,7152,20111030,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.19399999999999998,91,209,300,2011103014
7152,1320001200,53.2,53.2,37.74,28.0,0.0,8.1,9.9,24.4,Partially cloudy,20111030,15,2011103015,7153,20111030,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290,2011103015
7153,1320004800,53.5,53.5,34.39,26.1,0.0,6.6,9.9,24.4,Partially cloudy,20111030,16,2011103016,7154,20111030,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320,2011103016
7154,1320008400,53.0,53.0,33.21,24.8,0.0,5.7,9.9,24.4,Partially cloudy,20111030,17,2011103017,7155,20111030,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245,2011103017
7155,1320012000,51.1,51.1,36.72,25.6,0.0,4.2,9.9,44.6,Partially cloudy,20111030,18,2011103018,7156,20111030,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213,2011103018
7156,1320015600,47.8,45.5,41.79,25.6,0.0,5.2,9.9,44.6,Partially cloudy,20111030,19,2011103019,7157,20111030,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153,2011103019
7157,1320019200,47.4,47.4,58.19,33.4,0.0,0.0,9.9,85.2,Partially cloudy,20111031,20,2011103120,7182,20111031,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172,2011103120
7158,1320022800,45.1,45.1,60.16,32.1,0.0,0.0,9.9,82.3,Partially cloudy,20111031,21,2011103121,7183,20111031,4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,7,109,116,2011103121
7159,1320026400,43.6,43.6,67.85,33.7,0.0,0.0,9.9,81.3,Partially cloudy,20111031,22,2011103122,7184,20111031,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,8,77,85,2011103122
7160,1320030000,42.0,42.0,76.31,35.1,0.0,0.0,9.9,83.9,Partially cloudy,20111031,23,2011103123,7185,20111031,4,0,10,23,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,6,46,52,2011103123
7161,1320033600,38.7,38.7,85.47,34.8,0.0,0.0,9.9,80.3,Partially cloudy,20111031,0,201110310,7162,20111031,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0.0,3,20,23,201110310
7162,1320037200,38.7,38.7,85.53,34.8,0.0,0.0,9.9,79.3,Partially cloudy,20111031,1,201110311,7163,20111031,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0.0,5,8,13,201110311
7163,1320040800,38.3,38.3,82.67,33.5,0.0,0.0,9.9,44.6,Partially cloudy,20111031,2,201110312,7164,20111031,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0.0,0,3,3,201110312
7164,1320044400,36.9,36.9,87.02,33.4,0.0,0.0,9.9,44.6,Partially cloudy,20111031,3,201110313,7165,20111031,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3,201110313
7165,1320048000,36.6,33.2,86.9,33.1,0.0,4.2,9.9,24.4,Partially cloudy,20111031,4,201110314,7166,20111031,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,1,5,6,201110314
7166,1320051600,36.6,36.6,88.03,33.4,0.0,0.0,9.9,0.0,Clear,20111031,5,201110315,7167,20111031,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0.0,0,18,18,201110315
7167,1320055200,35.2,35.2,91.59,33.0,0.0,0.0,9.9,44.6,Partially cloudy,20111031,6,201110316,7168,20111031,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0.0,4,82,86,201110316
7168,1320058800,36.5,36.5,88.2,33.4,0.0,0.0,9.9,80.3,Partially cloudy,20111031,7,201110317,7169,20111031,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,11,216,227,201110317
7169,1320062400,36.8,36.8,91.33,34.6,0.0,0.2,9.9,82.5,Partially cloudy,20111031,8,201110318,7170,20111031,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,17,355,372,201110318
7170,1320066000,40.6,40.6,86.77,37.0,0.0,0.0,9.6,92.9,Overcast,20111031,9,201110319,7171,20111031,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211,201110319
7171,1320069600,44.6,40.8,76.6,37.7,0.0,6.9,9.9,90.9,Overcast,20111031,10,2011103110,7172,20111031,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,18,87,105,2011103110
7172,1320073200,48.5,45.6,56.52,33.8,0.0,6.7,9.9,89.1,Partially cloudy,20111031,11,2011103111,7173,20111031,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,31,97,128,2011103111
7173,1320076800,51.6,51.6,50.49,33.8,0.0,6.3,9.9,79.3,Partially cloudy,20111031,12,2011103112,7174,20111031,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,30,140,170,2011103112
7174,1320080400,53.7,53.7,43.61,32.1,0.0,8.8,9.9,82.5,Partially cloudy,20111031,13,2011103113,7175,20111031,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152,2011103113
7175,1320084000,55.2,55.2,43.74,33.5,0.0,8.8,9.9,92.9,Overcast,20111031,14,2011103114,7176,20111031,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,22,119,141,2011103114
7176,1320087600,55.1,55.1,47.82,35.7,0.0,9.1,9.9,95.6,Overcast,20111031,15,2011103115,7177,20111031,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168,2011103115
7177,1320091200,55.5,55.5,46.47,35.3,0.0,7.4,9.9,47.6,Partially cloudy,20111031,16,2011103116,7178,20111031,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272,2011103116
7178,1320094800,53.7,53.7,53.59,37.2,0.0,6.5,9.9,85.7,Partially cloudy,20111031,17,2011103117,7179,20111031,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,44,442,486,2011103117
7179,1320098400,53.1,53.1,56.21,37.9,0.0,5.5,9.9,79.3,Partially cloudy,20111031,18,2011103118,7180,20111031,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422,2011103118
7180,1320102000,51.0,51.0,68.07,40.9,0.0,3.3,9.9,83.9,Partially cloudy,20111031,19,2011103119,7181,20111031,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238,2011103119
7181,1320105600,50.9,50.9,68.81,41.0,0.0,0.3,9.9,87.5,Partially cloudy,20111101,20,2011110120,7206,20111101,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209,2011110120
7182,1320109200,49.8,47.6,67.44,39.5,0.0,5.7,9.9,100.0,Overcast,20111101,21,2011110121,7207,20111101,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127,2011110121
7183,1320112800,49.9,47.7,71.27,41.0,0.0,5.7,9.9,89.6,Partially cloudy,20111101,22,2011110122,7208,20111101,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96,2011110122
7184,1320116400,49.8,46.6,67.99,39.6,0.0,7.8,9.9,100.0,Overcast,20111101,23,2011110123,7209,20111101,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72,2011110123
7185,1320120000,48.3,44.9,75.96,41.1,0.0,7.6,9.9,100.0,Overcast,20111101,0,201111010,7186,20111101,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21,201111010
7186,1320123600,47.9,44.8,86.75,44.2,0.0,6.8,9.9,98.5,Overcast,20111101,1,201111011,7187,20111101,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,3,8,11,201111011
7187,1320127200,47.8,45.2,83.17,43.0,0.0,5.7,9.9,52.8,Partially cloudy,20111101,2,201111012,7188,20111101,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4,201111012
7188,1320130800,47.8,44.6,83.28,43.0,0.0,6.9,9.9,100.0,Overcast,20111101,3,201111013,7189,20111101,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,1,5,6,201111013
7189,1320134400,47.8,45.1,83.17,42.9,0.0,5.9,9.9,96.4,Overcast,20111101,4,201111014,7190,20111101,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8,201111014
7190,1320138000,46.5,42.1,81.58,41.2,0.0,9.0,9.9,88.3,Partially cloudy,20111101,5,201111015,7191,20111101,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.19399999999999998,0,18,18,201111015
7191,1320141600,44.6,40.2,82.68,39.6,0.0,8.0,9.9,48.2,Partially cloudy,20111101,6,201111016,7192,20111101,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.19399999999999998,3,90,93,201111016
7192,1320145200,44.4,40.0,81.48,39.1,0.0,7.9,9.9,79.3,Partially cloudy,20111101,7,201111017,7193,20111101,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.19399999999999998,8,246,254,201111017
7193,1320148800,45.9,41.8,78.21,39.5,0.0,7.9,9.9,88.3,Partially cloudy,20111101,8,201111018,7194,20111101,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,17,402,419,201111018
7194,1320152400,47.9,43.4,73.02,39.7,0.0,10.1,9.9,88.9,Partially cloudy,20111101,9,201111019,7195,20111101,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,16,206,222,201111019
7195,1320156000,51.0,51.0,68.69,41.1,0.0,6.7,9.9,55.0,Partially cloudy,20111101,10,2011110110,7196,20111101,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135,2011110110
7196,1320159600,54.9,54.9,63.79,42.8,0.0,5.9,9.9,48.2,Partially cloudy,20111101,11,2011110111,7197,20111101,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117,2011110111
7197,1320163200,56.9,56.9,62.37,44.2,0.0,4.6,9.9,46.4,Partially cloudy,20111101,12,2011110112,7198,20111101,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,2011110112
7198,1320166800,60.0,60.0,49.27,41.0,0.0,3.4,9.9,82.5,Partially cloudy,20111101,13,2011110113,7199,20111101,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.19399999999999998,20,147,167,2011110113
7199,1320170400,58.9,58.9,53.96,42.2,0.0,8.0,9.9,83.1,Partially cloudy,20111101,14,2011110114,7200,20111101,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150,2011110114
7200,1320174000,60.6,60.6,48.19,40.9,0.0,9.8,9.9,49.8,Partially cloudy,20111101,15,2011110115,7201,20111101,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186,2011110115
7201,1320177600,60.2,60.2,46.1,39.4,0.0,5.7,9.9,86.0,Partially cloudy,20111101,16,2011110116,7202,20111101,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,2011110116
7202,1320181200,58.7,58.7,44.88,37.4,0.0,6.7,9.9,27.3,Partially cloudy,20111101,17,2011110117,7203,20111101,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506,2011110117
7203,1320184800,55.0,55.0,55.12,39.1,0.0,6.5,9.9,24.4,Partially cloudy,20111101,18,2011110118,7204,20111101,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460,2011110118
7204,1320188400,52.9,52.9,59.22,39.1,0.0,4.2,9.9,24.4,Partially cloudy,20111101,19,2011110119,7205,20111101,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,2011110119
7205,1320192000,52.8,52.8,59.88,39.3,0.0,3.0,9.9,0.0,Clear,20111102,20,2011110220,7230,20111102,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182,2011110220
7206,1320195600,50.3,50.3,73.35,42.1,0.0,0.0,9.9,0.0,Clear,20111102,21,2011110221,7231,20111102,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168,2011110221
7207,1320199200,47.2,47.2,83.38,42.5,0.0,0.0,9.9,0.0,Clear,20111102,22,2011110222,7232,20111102,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106,2011110222
7208,1320202800,47.1,47.1,83.77,42.5,0.0,0.0,9.9,0.0,Clear,20111102,23,2011110223,7233,20111102,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57,2011110223
7209,1320206400,45.4,45.4,87.58,41.9,0.0,0.0,9.9,0.0,Clear,20111102,0,201111020,7210,20111102,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19,201111020
7210,1320210000,43.9,43.9,87.66,40.5,0.0,0.0,9.9,0.0,Clear,20111102,1,201111021,7211,20111102,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10,201111021
7211,1320213600,42.3,42.3,88.42,39.1,0.0,0.0,9.9,0.0,Clear,20111102,2,201111022,7212,20111102,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2,201111022
7212,1320217200,42.4,42.4,75.92,35.4,0.0,0.0,7.2,24.4,Partially cloudy,20111102,3,201111023,7213,20111102,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2,201111023
7213,1320220800,42.1,42.1,87.38,38.6,0.0,0.0,8.2,24.4,Partially cloudy,20111102,4,201111024,7214,20111102,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4,201111024
7214,1320224400,41.7,41.7,88.39,38.5,0.0,0.0,8.1,24.4,Partially cloudy,20111102,5,201111025,7215,20111102,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27,201111025
7215,1320228000,41.6,41.6,84.18,37.2,0.0,0.0,8.1,24.4,Partially cloudy,20111102,6,201111026,7216,20111102,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92,201111026
7216,1320231600,41.7,41.7,84.11,37.3,0.0,0.0,9.7,24.4,Partially cloudy,20111102,7,201111027,7217,20111102,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251,201111027
7217,1320235200,41.6,41.6,84.51,37.3,0.0,0.0,7.0,0.0,Clear,20111102,8,201111028,7218,20111102,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472,201111028
7218,1320238800,43.8,43.8,89.01,40.7,0.0,0.0,8.2,0.0,Clear,20111102,9,201111029,7219,20111102,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228,201111029
7219,1320242400,46.5,46.5,85.58,42.4,0.0,0.0,7.2,0.0,Clear,20111102,10,2011110210,7220,20111102,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133,2011110210
7220,1320246000,51.8,51.8,70.53,42.5,0.0,3.0,8.8,24.4,Partially cloudy,20111102,11,2011110211,7221,20111102,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144,2011110211
7221,1320249600,54.2,54.2,67.74,43.7,0.0,5.6,9.9,0.0,Clear,20111102,12,2011110212,7222,20111102,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189,2011110212
7222,1320253200,57.2,57.2,54.04,40.7,0.0,6.4,9.9,24.4,Partially cloudy,20111102,13,2011110213,7223,20111102,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161,2011110213
7223,1320256800,59.2,59.2,48.03,39.5,0.0,6.5,9.9,44.6,Partially cloudy,20111102,14,2011110214,7224,20111102,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172,2011110214
7224,1320260400,60.5,60.5,45.92,39.6,0.0,6.4,9.9,44.6,Partially cloudy,20111102,15,2011110215,7225,20111102,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187,2011110215
7225,1320264000,59.2,59.2,50.53,40.9,0.0,6.5,9.9,24.4,Partially cloudy,20111102,16,2011110216,7226,20111102,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266,2011110216
7226,1320267600,59.1,59.1,50.93,40.9,0.0,4.6,9.9,44.6,Partially cloudy,20111102,17,2011110217,7227,20111102,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.19399999999999998,30,523,553,2011110217
7227,1320271200,55.2,55.2,62.54,42.7,0.0,7.8,9.9,79.3,Partially cloudy,20111102,18,2011110218,7228,20111102,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,2011110218
7228,1320274800,52.8,52.8,71.52,43.8,0.0,6.6,9.9,79.3,Partially cloudy,20111102,19,2011110219,7229,20111102,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282,2011110219
7229,1320278400,51.2,51.2,76.13,43.9,0.0,5.6,9.9,44.6,Partially cloudy,20111103,20,2011110320,7254,20111103,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,11,198,209,2011110320
7230,1320282000,51.2,51.2,67.79,40.9,0.0,5.7,9.9,24.4,Partially cloudy,20111103,21,2011110321,7255,20111103,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144,2011110321
7231,1320285600,49.4,47.1,72.24,40.9,0.0,5.7,9.9,24.4,Partially cloudy,20111103,22,2011110322,7256,20111103,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137,2011110322
7232,1320289200,47.9,45.3,72.43,39.4,0.0,5.7,9.9,44.6,Partially cloudy,20111103,23,2011110323,7257,20111103,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,15,80,95,2011110323
7233,1320292800,47.8,46.8,76.2,40.7,0.0,3.5,9.9,79.3,Partially cloudy,20111103,0,201111030,7234,20111103,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31,201111030
7234,1320296400,47.4,46.4,77.5,40.8,0.0,3.4,9.9,44.6,Partially cloudy,20111103,1,201111031,7235,20111103,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15,201111031
7235,1320300000,46.1,43.3,81.26,40.7,0.0,5.7,9.8,44.6,Partially cloudy,20111103,2,201111032,7236,20111103,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7,201111032
7236,1320303600,45.7,42.7,78.11,39.2,0.0,5.6,9.8,44.6,Partially cloudy,20111103,3,201111033,7237,20111103,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,1,4,5,201111033
7237,1320307200,45.6,42.7,82.75,40.7,0.0,5.7,9.9,79.3,Partially cloudy,20111103,4,201111034,7238,20111103,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4,201111034
7238,1320310800,44.3,42.7,82.59,39.3,0.0,3.5,9.9,79.3,Partially cloudy,20111103,5,201111035,7239,20111103,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,1,27,28,201111035
7239,1320314400,44.2,41.0,82.68,39.2,0.0,5.6,9.9,79.3,Partially cloudy,20111103,6,201111036,7240,20111103,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.19399999999999998,3,96,99,201111036
7240,1320318000,45.5,41.5,78.41,39.2,0.0,7.6,9.9,79.3,Partially cloudy,20111103,7,201111037,7241,20111103,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292,201111037
7241,1320321600,44.2,42.5,82.82,39.3,0.0,3.6,9.9,89.1,Partially cloudy,20111103,8,201111038,7242,20111103,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402,201111038
7242,1320325200,46.4,45.2,81.25,41.0,0.0,3.5,9.8,89.1,Partially cloudy,20111103,9,201111039,7243,20111103,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.19399999999999998,9,155,164,201111039
7243,1320328800,48.7,45.2,80.46,42.9,0.0,7.8,9.9,89.1,Partially cloudy,20111103,10,2011110310,7244,20111103,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.19399999999999998,12,98,110,2011110310
