instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3940,6/13/2012,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255
3941,6/13/2012,2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320
3942,6/13/2012,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281
3943,6/13/2012,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392
3944,6/13/2012,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857
3945,6/13/2012,2,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,104,640,744
3946,6/13/2012,2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,123,548,671
3947,6/13/2012,2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448
3948,6/13/2012,2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396
3949,6/13/2012,2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238
3950,6/13/2012,2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153
3951,6/14/2012,2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,3,45,48
3952,6/14/2012,2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21
3953,6/14/2012,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9
3954,6/14/2012,2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5
3955,6/14/2012,2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,6
3956,6/14/2012,2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40
3957,6/14/2012,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169,181
3958,6/14/2012,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506
3959,6/14/2012,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719
3960,6/14/2012,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,45,312,357
3961,6/14/2012,2,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,47,132,179
3962,6/14/2012,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,60,168,228
3963,6/14/2012,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265
3964,6/14/2012,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284
3965,6/14/2012,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298
3966,6/14/2012,2,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,111,213,324
3967,6/14/2012,2,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,70,368,438
3968,6/14/2012,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,117,750,867
3969,6/14/2012,2,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,107,716,823
3970,6/14/2012,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579
3971,6/14/2012,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435
3972,6/14/2012,2,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,67,270,337
3973,6/14/2012,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242
3974,6/14/2012,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172
3975,6/15/2012,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,26,68,94
3976,6/15/2012,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,9,42,51
3977,6/15/2012,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,0,15,15
3978,6/15/2012,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5
3979,6/15/2012,2,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,1,13,14
3980,6/15/2012,2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33
3981,6/15/2012,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,9,142,151
3982,6/15/2012,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,17,413,430
3983,6/15/2012,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653
3984,6/15/2012,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366
3985,6/15/2012,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216
3986,6/15/2012,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,106,180,286
3987,6/15/2012,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,111,292,403
3988,6/15/2012,2,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,121,272,393
3989,6/15/2012,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,121,255,376
3990,6/15/2012,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377
3991,6/15/2012,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558
3992,6/15/2012,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823
3993,6/15/2012,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693
3994,6/15/2012,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467
3995,6/15/2012,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385
3996,6/15/2012,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333
3997,6/15/2012,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321
3998,6/15/2012,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,46,176,222
3999,6/16/2012,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137
4000,6/16/2012,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0,16,79,95
4001,6/16/2012,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0,12,55,67
4002,6/16/2012,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27
4003,6/16/2012,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8
4004,6/16/2012,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23
4005,6/16/2012,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47
4006,6/16/2012,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78
4007,6/16/2012,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204
4008,6/16/2012,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367
4009,6/16/2012,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435
4010,6/16/2012,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566
4011,6/16/2012,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603
4012,6/16/2012,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617
4013,6/16/2012,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573
4014,6/16/2012,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583
4015,6/16/2012,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542
4016,6/16/2012,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,244,349,593
4017,6/16/2012,2,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,256,315,571
4018,6/16/2012,2,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,184,277,461
4019,6/16/2012,2,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,123,229,352
4020,6/16/2012,2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290
4021,6/16/2012,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280
4022,6/16/2012,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183
4023,6/17/2012,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148
4024,6/17/2012,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,21,67,88
4025,6/17/2012,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74
4026,6/17/2012,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,6,22,28
4027,6/17/2012,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18
4028,6/17/2012,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,4,13,17
4029,6/17/2012,2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,7,16,23
4030,6/17/2012,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,18,30,48
4031,6/17/2012,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119
4032,6/17/2012,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274
4033,6/17/2012,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0,148,288,436
4034,6/17/2012,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546
4035,6/17/2012,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0,260,355,615
4036,6/17/2012,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614
4037,6/17/2012,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0,255,327,582
4038,6/17/2012,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463
4039,6/17/2012,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580
4040,6/17/2012,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593
4041,6/17/2012,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,203,310,513
4042,6/17/2012,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,146,244,390
4043,6/17/2012,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,101,201,302
4044,6/17/2012,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,76,170,246
4045,6/17/2012,2,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.194,55,98,153
4046,6/17/2012,2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.194,29,79,108
4047,6/18/2012,2,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40
4048,6/18/2012,2,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14
4049,6/18/2012,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9
4050,6/18/2012,2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4
4051,6/18/2012,2,1,6,4,0,1,1,2,0.54,0.5152,0.77,0.194,0,9,9
4052,6/18/2012,2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23
4053,6/18/2012,2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,0,37,37
4054,6/18/2012,2,1,6,7,0,1,1,3,0.52,0.5,0.94,0.2239,10,135,145
4055,6/18/2012,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,27,447,474
4056,6/18/2012,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,28,222,250
4057,6/18/2012,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91
4058,6/18/2012,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121
4059,6/18/2012,2,1,6,12,0,1,1,3,0.56,0.5303,0.78,0.1343,29,139,168
4060,6/18/2012,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174,225
4061,6/18/2012,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,59,160,219
4062,6/18/2012,2,1,6,15,0,1,1,2,0.6,0.5909,0.69,0.194,61,176,237
4063,6/18/2012,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332
4064,6/18/2012,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723
4065,6/18/2012,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642
4066,6/18/2012,2,1,6,19,0,1,1,2,0.62,0.5909,0.73,0.0896,52,411,463
4067,6/18/2012,2,1,6,20,0,1,1,2,0.62,0.5909,0.73,0.1343,45,317,362
4068,6/18/2012,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,35,238,273
4069,6/18/2012,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164
4070,6/18/2012,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,17,57,74
4071,6/19/2012,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,5,30,35
4072,6/19/2012,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14
4073,6/19/2012,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15
4074,6/19/2012,2,1,6,3,0,2,1,2,0.6,0.5758,0.78,0.1045,1,7,8
4075,6/19/2012,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,1,9,10
4076,6/19/2012,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37
4077,6/19/2012,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,9,152,161
4078,6/19/2012,2,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,18,462,480
4079,6/19/2012,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673
4080,6/19/2012,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328
4081,6/19/2012,2,1,6,10,0,2,1,1,0.64,0.6061,0.73,0.0896,44,136,180
4082,6/19/2012,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230
4083,6/19/2012,2,1,6,12,0,2,1,1,0.7,0.6515,0.65,0.0896,70,222,292
4084,6/19/2012,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,69,203,272
4085,6/19/2012,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,61,166,227
4086,6/19/2012,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259
4087,6/19/2012,2,1,6,16,0,2,1,1,0.8,0.7576,0.55,0.2239,48,286,334
4088,6/19/2012,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811
4089,6/19/2012,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,91,704,795
4090,6/19/2012,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,514
4091,6/19/2012,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,59,399,458
4092,6/19/2012,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276
4093,6/19/2012,2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896,51,240,291
4094,6/19/2012,2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125
4095,6/20/2012,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,5,48,53
4096,6/20/2012,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,7,20,27
4097,6/20/2012,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642,1,5,6
4098,6/20/2012,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,2,6,8
4099,6/20/2012,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896,1,6,7
4100,6/20/2012,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39
4101,6/20/2012,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165
4102,6/20/2012,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0,20,444,464
4103,6/20/2012,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643
4104,6/20/2012,2,1,6,9,0,3,1,2,0.72,0.697,0.74,0,40,276,316
4105,6/20/2012,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167
4106,6/20/2012,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188
4107,6/20/2012,2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180
4108,6/20/2012,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211
4109,6/20/2012,2,1,6,14,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190
4110,6/20/2012,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0,36,143,179
4111,6/20/2012,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335
4112,6/20/2012,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0,80,611,691
4113,6/20/2012,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0,81,591,672
4114,6/20/2012,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539
4115,6/20/2012,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407
4116,6/20/2012,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344
4117,6/20/2012,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257
4118,6/20/2012,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123
4119,6/21/2012,3,1,6,0,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69
4120,6/21/2012,3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18
4121,6/21/2012,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18
4122,6/21/2012,3,1,6,3,0,4,1,1,0.72,0.697,0.74,0,3,8,11
4123,6/21/2012,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12
4124,6/21/2012,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40
4125,6/21/2012,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150
4126,6/21/2012,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463
4127,6/21/2012,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0,27,563,590
4128,6/21/2012,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256
4129,6/21/2012,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150
4130,6/21/2012,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161
4131,6/21/2012,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215
4132,6/21/2012,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0,31,141,172
4133,6/21/2012,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176
4134,6/21/2012,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194
4135,6/21/2012,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320
4136,6/21/2012,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,80,535,615
4137,6/21/2012,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640
4138,6/21/2012,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499
4139,6/21/2012,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436
4140,6/21/2012,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311
4141,6/21/2012,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243
4142,6/21/2012,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146
4143,6/22/2012,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93
4144,6/22/2012,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31
4145,6/22/2012,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0,0,12,12
4146,6/22/2012,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0,1,6,7
4147,6/22/2012,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0,3,7,10
4148,6/22/2012,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38
4149,6/22/2012,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0,4,118,122
4150,6/22/2012,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359
4151,6/22/2012,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613
4152,6/22/2012,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333
4153,6/22/2012,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185
4154,6/22/2012,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236
4155,6/22/2012,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254
4156,6/22/2012,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300
4157,6/22/2012,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263
4158,6/22/2012,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284
4159,6/22/2012,3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380
4160,6/22/2012,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646
4161,6/22/2012,3,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505
4162,6/22/2012,3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,45,317,362
4163,6/22/2012,3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.5224,31,171,202
4164,6/22/2012,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217
4165,6/22/2012,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197
4166,6/22/2012,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,0,29,145,174
4167,6/23/2012,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0,14,102,116
4168,6/23/2012,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123
4169,6/23/2012,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93
4170,6/23/2012,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42
4171,6/23/2012,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19
4172,6/23/2012,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12
4173,6/23/2012,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47
4174,6/23/2012,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78
4175,6/23/2012,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167
4176,6/23/2012,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332
4177,6/23/2012,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494
4178,6/23/2012,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516
4179,6/23/2012,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602
4180,6/23/2012,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564
4181,6/23/2012,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609
4182,6/23/2012,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483
4183,6/23/2012,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513
4184,6/23/2012,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530
4185,6/23/2012,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481
4186,6/23/2012,3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425
4187,6/23/2012,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386
4188,6/23/2012,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322
4189,6/23/2012,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279
4190,6/23/2012,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,0,69,156,225
4191,6/24/2012,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,0,31,132,163
4192,6/24/2012,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127
4193,6/24/2012,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0,34,80,114
4194,6/24/2012,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60
4195,6/24/2012,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0,4,9,13
4196,6/24/2012,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8
4197,6/24/2012,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25
4198,6/24/2012,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71
4199,6/24/2012,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0,38,103,141
4200,6/24/2012,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0,63,169,232
4201,6/24/2012,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0,161,291,452
4202,6/24/2012,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506
4203,6/24/2012,3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556
4204,6/24/2012,3,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585
4205,6/24/2012,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551
4206,6/24/2012,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487
4207,6/24/2012,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461
4208,6/24/2012,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532
4209,6/24/2012,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534
4210,6/24/2012,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423
4211,6/24/2012,3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332
4212,6/24/2012,3,1,6,21,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253
4213,6/24/2012,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178
4214,6/24/2012,3,1,6,23,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87
4215,6/25/2012,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68
4216,6/25/2012,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31
4217,6/25/2012,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14
4218,6/25/2012,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5
4219,6/25/2012,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4
4220,6/25/2012,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43
