dteday,hr,temp,hum,cnt
3/17/2012,13,0.6,0.6,686
3/17/2012,14,0.62,0.53,690
3/17/2012,15,0.64,0.53,679
3/17/2012,16,0.64,0.5,685
3/17/2012,17,0.64,0.5,648
3/17/2012,18,0.62,0.57,560
3/17/2012,19,0.58,0.64,417
3/17/2012,20,0.56,0.64,271
3/17/2012,21,0.54,0.68,223
3/17/2012,22,0.54,0.68,211
3/17/2012,23,0.5,0.77,185
3/18/2012,0,0.46,0.88,107
3/18/2012,1,0.46,0.82,113
3/18/2012,2,0.46,0.82,56
3/18/2012,3,0.44,0.88,18
3/18/2012,4,0.42,0.94,14
3/18/2012,5,0.4,0.94,6
3/18/2012,6,0.4,0.94,11
3/18/2012,7,0.42,0.88,42
3/18/2012,8,0.42,0.88,96
3/18/2012,9,0.42,0.88,178
3/18/2012,10,0.42,0.88,351
3/18/2012,11,0.44,0.82,368
3/18/2012,12,0.44,0.88,503
3/18/2012,13,0.46,0.82,544
3/18/2012,14,0.5,0.77,521
3/18/2012,15,0.54,0.68,554
3/18/2012,16,0.54,0.73,541
3/18/2012,17,0.56,0.64,541
3/18/2012,18,0.56,0.64,459
3/18/2012,19,0.56,0.64,352
3/18/2012,20,0.52,0.77,198
3/18/2012,21,0.52,0.72,173
3/18/2012,22,0.5,0.77,100
3/18/2012,23,0.48,0.82,46
3/19/2012,0,0.48,0.82,23
3/19/2012,1,0.46,0.88,15
3/19/2012,2,0.46,0.88,8
3/19/2012,3,0.46,0.88,2
3/19/2012,4,0.44,0.94,3
3/19/2012,5,0.44,0.94,31
3/19/2012,6,0.46,0.88,120
3/19/2012,7,0.46,0.88,354
3/19/2012,8,0.46,0.88,579
3/19/2012,9,0.5,0.72,331
3/19/2012,10,0.52,0.72,184
3/19/2012,11,0.56,0.68,201
3/19/2012,12,0.6,0.64,282
3/19/2012,13,0.62,0.61,263
3/19/2012,14,0.64,0.57,260
3/19/2012,15,0.64,0.57,286
3/19/2012,16,0.66,0.5,385
3/19/2012,17,0.64,0.53,721
3/19/2012,18,0.64,0.57,801
3/19/2012,19,0.62,0.61,549
3/19/2012,20,0.6,0.64,330
3/19/2012,21,0.6,0.64,223
3/19/2012,22,0.56,0.73,148
3/19/2012,23,0.56,0.78,54
3/20/2012,0,0.56,0.78,29
3/20/2012,1,0.54,0.88,15
3/20/2012,2,0.54,0.88,10
3/20/2012,3,0.54,0.88,3
3/20/2012,4,0.52,0.88,6
3/20/2012,5,0.52,0.94,20
3/20/2012,6,0.52,0.94,100
3/20/2012,7,0.52,0.94,170
3/20/2012,8,0.52,0.88,516
3/20/2012,9,0.54,0.88,325
3/20/2012,10,0.54,0.88,163
3/20/2012,11,0.58,0.83,230
3/20/2012,12,0.6,0.78,261
3/20/2012,13,0.6,0.78,284
3/20/2012,14,0.6,0.73,248
3/20/2012,15,0.62,0.69,244
3/20/2012,16,0.62,0.66,431
3/20/2012,17,0.6,0.73,750
3/20/2012,18,0.6,0.69,801
3/20/2012,19,0.58,0.73,555
3/20/2012,20,0.58,0.68,377
3/20/2012,21,0.56,0.73,277
3/20/2012,22,0.54,0.77,188
3/20/2012,23,0.52,0.83,90
3/21/2012,0,0.52,0.88,33
3/21/2012,1,0.52,0.83,26
3/21/2012,2,0.5,0.88,10
3/21/2012,3,0.5,0.88,8
3/21/2012,4,0.5,0.88,4
3/21/2012,5,0.5,0.88,39
3/21/2012,6,0.48,0.94,149
3/21/2012,7,0.48,0.94,372
3/21/2012,8,0.48,0.94,535
3/21/2012,9,0.5,0.88,293
3/21/2012,10,0.52,0.83,154
3/21/2012,11,0.52,0.83,192
3/21/2012,12,0.54,0.77,229
3/21/2012,13,0.54,0.83,303
3/21/2012,14,0.56,0.78,225
3/21/2012,15,0.56,0.78,243
3/21/2012,16,0.58,0.73,378
3/21/2012,17,0.6,0.69,729
3/21/2012,18,0.6,0.69,779
3/21/2012,19,0.6,0.64,582
3/21/2012,20,0.56,0.78,374
3/21/2012,21,0.54,0.83,251
3/21/2012,22,0.52,0.83,197
3/21/2012,23,0.54,0.77,125
3/22/2012,0,0.52,0.83,41
3/22/2012,1,0.52,0.83,30
3/22/2012,2,0.52,0.83,6
3/22/2012,3,0.52,0.83,7
3/22/2012,4,0.48,1,6
3/22/2012,5,0.48,1,34
3/22/2012,6,0.48,1,136
3/22/2012,7,0.48,1,361
3/22/2012,8,0.5,0.94,649
3/22/2012,9,0.5,0.94,318
3/22/2012,10,0.5,1,142
3/22/2012,11,0.52,0.94,219
3/22/2012,12,0.54,0.88,272
3/22/2012,13,0.58,0.78,298
3/22/2012,14,0.6,0.73,257
3/22/2012,15,0.62,0.69,304
3/22/2012,16,0.64,0.65,425
3/22/2012,17,0.66,0.65,810
3/22/2012,18,0.66,0.65,801
3/22/2012,19,0.66,0.61,586
3/22/2012,20,0.62,0.73,424
3/22/2012,21,0.58,0.78,374
3/22/2012,22,0.56,0.83,220
3/22/2012,23,0.56,0.83,151
3/23/2012,0,0.56,0.83,95
3/23/2012,1,0.54,0.88,50
3/23/2012,2,0.54,0.88,32
3/23/2012,3,0.52,0.88,10
3/23/2012,4,0.5,0.94,3
3/23/2012,5,0.5,0.94,34
3/23/2012,6,0.5,0.88,116
3/23/2012,7,0.5,0.93,346
3/23/2012,8,0.5,0.94,662
3/23/2012,9,0.52,0.9,380
3/23/2012,10,0.56,0.88,275
3/23/2012,11,0.62,0.73,318
3/23/2012,12,0.66,0.61,471
3/23/2012,13,0.7,0.48,428
3/23/2012,14,0.72,0.42,432
3/23/2012,15,0.72,0.42,472
3/23/2012,16,0.72,0.42,589
3/23/2012,17,0.72,0.42,957
3/23/2012,18,0.7,0.45,830
3/23/2012,19,0.66,0.5,686
3/23/2012,20,0.66,0.47,445
3/23/2012,21,0.62,0.53,284
3/23/2012,22,0.6,0.64,271
3/23/2012,23,0.6,0.69,176
3/24/2012,0,0.58,0.68,156
3/24/2012,1,0.56,0.73,128
3/24/2012,2,0.54,0.77,69
3/24/2012,3,0.54,0.77,32
3/24/2012,4,0.52,0.83,7
3/24/2012,5,0.52,0.83,4
3/24/2012,6,0.52,0.83,28
3/24/2012,7,0.5,0.88,70
3/24/2012,8,0.5,0.94,154
3/24/2012,9,0.52,0.83,249
3/24/2012,10,0.52,0.88,345
3/24/2012,11,0.5,0.94,273
3/24/2012,12,0.52,0.94,183
3/24/2012,13,0.52,0.94,196
3/24/2012,14,0.52,0.88,223
3/24/2012,15,0.5,0.94,290
3/24/2012,16,0.5,0.94,177
3/24/2012,17,0.5,0.88,115
3/24/2012,18,0.46,0.94,137
3/24/2012,19,0.46,0.94,133
3/24/2012,20,0.44,1,111
3/24/2012,21,0.44,1,104
3/24/2012,22,0.44,1,83
3/24/2012,23,0.44,0.94,105
3/25/2012,0,0.44,0.94,80
3/25/2012,1,0.42,1,89
3/25/2012,2,0.42,1,35
3/25/2012,3,0.42,0.94,18
3/25/2012,4,0.42,0.94,8
3/25/2012,5,0.4,1,6
3/25/2012,6,0.4,1,18
3/25/2012,7,0.4,0.94,39
3/25/2012,8,0.4,0.94,89
3/25/2012,9,0.4,0.94,118
3/25/2012,10,0.4,0.87,250
3/25/2012,11,0.4,0.94,323
3/25/2012,12,0.4,0.94,360
3/25/2012,13,0.42,0.88,367
3/25/2012,14,0.44,0.88,414
3/25/2012,15,0.44,0.88,421
3/25/2012,16,0.48,0.77,492
3/25/2012,17,0.5,0.72,419
3/25/2012,18,0.5,0.72,491
3/25/2012,19,0.5,0.72,375
3/25/2012,20,0.48,0.77,259
3/25/2012,21,0.48,0.77,149
3/25/2012,22,0.46,0.82,111
3/25/2012,23,0.48,0.82,65
3/26/2012,0,0.48,0.82,33
3/26/2012,1,0.48,0.82,28
3/26/2012,2,0.46,0.88,20
3/26/2012,3,0.46,0.82,1
3/26/2012,4,0.44,0.82,4
3/26/2012,5,0.44,0.77,36
3/26/2012,6,0.42,0.82,117
3/26/2012,7,0.44,0.72,370
3/26/2012,8,0.44,0.62,657
3/26/2012,9,0.46,0.47,282
3/26/2012,10,0.5,0.36,153
3/26/2012,11,0.48,0.31,178
3/26/2012,12,0.48,0.33,279
3/26/2012,13,0.48,0.29,301
3/26/2012,14,0.48,0.33,217
3/26/2012,15,0.48,0.29,223
3/26/2012,16,0.48,0.25,305
3/26/2012,17,0.46,0.24,664
3/26/2012,18,0.44,0.26,684
3/26/2012,19,0.42,0.24,458
3/26/2012,20,0.4,0.26,221
3/26/2012,21,0.38,0.25,186
3/26/2012,22,0.36,0.25,93
3/26/2012,23,0.34,0.25,48
3/27/2012,0,0.32,0.26,10
3/27/2012,1,0.3,0.26,5
3/27/2012,2,0.26,0.3,7
3/27/2012,3,0.26,0.3,4
3/27/2012,4,0.24,0.32,3
3/27/2012,5,0.22,0.37,17
3/27/2012,6,0.22,0.37,101
3/27/2012,7,0.22,0.37,286
3/27/2012,8,0.22,0.37,581
3/27/2012,9,0.24,0.38,267
3/27/2012,10,0.26,0.35,138
3/27/2012,11,0.3,0.31,175
3/27/2012,12,0.32,0.31,220
3/27/2012,13,0.36,0.27,211
3/27/2012,14,0.4,0.24,184
3/27/2012,15,0.42,0.2,200
3/27/2012,16,0.42,0.2,305
3/27/2012,17,0.44,0.16,614
3/27/2012,18,0.42,0.17,644
3/27/2012,19,0.42,0.17,417
3/27/2012,20,0.42,0.17,294
3/27/2012,21,0.36,0.37,221
3/27/2012,22,0.36,0.37,134
3/27/2012,23,0.36,0.37,64
3/28/2012,0,0.36,0.4,30
3/28/2012,1,0.36,0.46,8
3/28/2012,2,0.34,0.49,3
3/28/2012,3,0.34,0.42,5
3/28/2012,4,0.36,0.43,1
3/28/2012,5,0.36,0.43,40
3/28/2012,6,0.36,0.46,115
3/28/2012,7,0.36,0.46,358
3/28/2012,8,0.38,0.46,658
3/28/2012,9,0.4,0.43,314
3/28/2012,10,0.46,0.41,173
3/28/2012,11,0.5,0.42,222
3/28/2012,12,0.54,0.39,268
3/28/2012,13,0.56,0.43,273
3/28/2012,14,0.62,0.38,221
3/28/2012,15,0.62,0.41,199
3/28/2012,16,0.62,0.43,221
3/28/2012,17,0.6,0.6,604
3/28/2012,18,0.6,0.6,641
3/28/2012,19,0.6,0.56,456
3/28/2012,20,0.6,0.56,362
3/28/2012,21,0.58,0.6,261
3/28/2012,22,0.56,0.64,172
3/28/2012,23,0.54,0.68,93
3/29/2012,0,0.54,0.68,48
3/29/2012,1,0.56,0.6,33
3/29/2012,2,0.6,0.28,6
3/29/2012,3,0.58,0.28,5
3/29/2012,4,0.52,0.36,9
3/29/2012,5,0.5,0.45,32
3/29/2012,6,0.46,0.59,117
3/29/2012,7,0.46,0.51,367
3/29/2012,8,0.46,0.47,654
3/29/2012,9,0.48,0.48,321
3/29/2012,10,0.46,0.47,166
3/29/2012,11,0.5,0.45,220
3/29/2012,12,0.5,0.42,292
3/29/2012,13,0.46,0.44,273
3/29/2012,14,0.5,0.42,238
3/29/2012,15,0.52,0.39,307
3/29/2012,16,0.52,0.36,388
3/29/2012,17,0.52,0.38,703
3/29/2012,18,0.5,0.39,681
3/29/2012,19,0.48,0.39,468
3/29/2012,20,0.46,0.38,335
3/29/2012,21,0.44,0.44,224
3/29/2012,22,0.42,0.44,152
3/29/2012,23,0.42,0.47,94
3/30/2012,0,0.4,0.47,59
3/30/2012,1,0.38,0.5,27
3/30/2012,2,0.36,0.53,7
3/30/2012,3,0.34,0.61,7
3/30/2012,4,0.34,0.53,2
3/30/2012,5,0.32,0.61,26
3/30/2012,6,0.32,0.57,86
3/30/2012,7,0.32,0.57,289
3/30/2012,8,0.32,0.66,593
3/30/2012,9,0.34,0.57,321
3/30/2012,10,0.36,0.57,187
3/30/2012,11,0.36,0.53,201
3/30/2012,12,0.38,0.54,270
3/30/2012,13,0.4,0.5,242
3/30/2012,14,0.4,0.54,229
3/30/2012,15,0.42,0.54,280
3/30/2012,16,0.4,0.62,367
3/30/2012,17,0.4,0.62,606
3/30/2012,18,0.42,0.54,560
3/30/2012,19,0.4,0.62,395
3/30/2012,20,0.4,0.62,209
3/30/2012,21,0.38,0.66,220
3/30/2012,22,0.36,0.71,153
3/30/2012,23,0.36,0.71,123
3/31/2012,0,0.38,0.82,92
3/31/2012,1,0.4,0.76,82
3/31/2012,2,0.42,0.77,69
3/31/2012,3,0.4,0.82,31
3/31/2012,4,0.42,0.77,8
3/31/2012,5,0.4,0.82,5
3/31/2012,6,0.36,0.87,23
3/31/2012,7,0.36,0.87,44
3/31/2012,8,0.36,0.87,145
3/31/2012,9,0.4,0.76,223
3/31/2012,10,0.4,0.76,313
3/31/2012,11,0.46,0.72,463
3/31/2012,12,0.48,0.67,621
3/31/2012,13,0.54,0.6,638
3/31/2012,14,0.5,0.63,551
3/31/2012,15,0.52,0.59,605
3/31/2012,16,0.5,0.63,535
3/31/2012,17,0.48,0.67,543
3/31/2012,18,0.44,0.72,341
3/31/2012,19,0.42,0.71,284
3/31/2012,20,0.4,0.71,208
3/31/2012,21,0.4,0.71,143
3/31/2012,22,0.38,0.71,156
3/31/2012,23,0.36,0.76,112
4/1/2012,0,0.36,0.76,67
4/1/2012,1,0.36,0.76,62
4/1/2012,2,0.36,0.76,81
4/1/2012,3,0.34,0.81,25
4/1/2012,4,0.34,0.81,12
4/1/2012,5,0.34,0.81,18
4/1/2012,6,0.36,0.76,97
4/1/2012,7,0.36,0.71,84
4/1/2012,8,0.36,0.76,125
4/1/2012,9,0.36,0.81,275
4/1/2012,10,0.4,0.71,360
4/1/2012,11,0.4,0.71,451
4/1/2012,12,0.42,0.67,445
4/1/2012,13,0.44,0.62,464
4/1/2012,14,0.48,0.55,561
4/1/2012,15,0.5,0.55,573
4/1/2012,16,0.52,0.52,511
4/1/2012,17,0.52,0.55,555
4/1/2012,18,0.52,0.52,432
4/1/2012,19,0.52,0.55,346
4/1/2012,20,0.5,0.59,232
4/1/2012,21,0.5,0.59,134
4/1/2012,22,0.5,0.63,68
4/1/2012,23,0.46,0.72,63
4/2/2012,0,0.44,0.82,17
4/2/2012,1,0.42,0.88,5
4/2/2012,2,0.44,0.94,5
4/2/2012,4,0.4,0.76,4
4/2/2012,5,0.4,0.76,24
4/2/2012,6,0.36,0.71,110
4/2/2012,7,0.34,0.66,306
4/2/2012,8,0.36,0.57,589
4/2/2012,9,0.38,0.54,317
4/2/2012,10,0.4,0.5,204
4/2/2012,11,0.42,0.47,209
4/2/2012,12,0.44,0.44,281
4/2/2012,13,0.46,0.36,281
4/2/2012,14,0.46,0.31,268
4/2/2012,15,0.48,0.33,324
4/2/2012,16,0.5,0.34,395
4/2/2012,17,0.5,0.29,729
4/2/2012,18,0.5,0.27,618
4/2/2012,19,0.5,0.27,494
4/2/2012,20,0.46,0.31,329
4/2/2012,21,0.46,0.28,238
4/2/2012,22,0.42,0.44,123
4/2/2012,23,0.44,0.35,66
4/3/2012,0,0.4,0.43,33
4/3/2012,1,0.38,0.46,11
4/3/2012,2,0.36,0.53,5
4/3/2012,3,0.38,0.46,3
4/3/2012,4,0.32,0.66,1
4/3/2012,5,0.32,0.66,27
4/3/2012,6,0.3,0.61,100
4/3/2012,7,0.32,0.66,341
4/3/2012,8,0.34,0.57,604
4/3/2012,9,0.42,0.38,408
4/3/2012,10,0.44,0.33,219
4/3/2012,11,0.48,0.23,258
4/3/2012,12,0.52,0.25,331
4/3/2012,13,0.56,0.19,345
4/3/2012,14,0.56,0.21,311
4/3/2012,15,0.6,0.2,316
4/3/2012,16,0.62,0.21,485
4/3/2012,17,0.62,0.17,757
4/3/2012,18,0.6,0.26,800
4/3/2012,19,0.56,0.26,558
4/3/2012,20,0.56,0.24,379
4/3/2012,21,0.54,0.45,243
4/3/2012,22,0.5,0.51,158
4/3/2012,23,0.5,0.59,79
4/4/2012,0,0.48,0.48,41
4/4/2012,1,0.46,0.59,11
4/4/2012,2,0.46,0.51,5
4/4/2012,3,0.44,0.58,3
4/4/2012,4,0.42,0.67,1
4/4/2012,5,0.42,0.67,27
4/4/2012,6,0.42,0.58,126
4/4/2012,7,0.44,0.62,366
4/4/2012,8,0.44,0.72,684
4/4/2012,9,0.48,0.55,363
4/4/2012,10,0.54,0.45,167
4/4/2012,11,0.6,0.43,213
4/4/2012,12,0.6,0.46,283
4/4/2012,13,0.6,0.46,251
4/4/2012,14,0.62,0.46,258
4/4/2012,15,0.64,0.44,268
4/4/2012,16,0.64,0.44,390
4/4/2012,17,0.66,0.41,744
4/4/2012,18,0.66,0.41,759
4/4/2012,19,0.66,0.39,494
4/4/2012,20,0.64,0.27,372
4/4/2012,21,0.6,0.23,298
4/4/2012,22,0.56,0.22,181
4/4/2012,23,0.52,0.23,131
4/5/2012,0,0.52,0.23,45
4/5/2012,1,0.48,0.27,13
4/5/2012,2,0.46,0.33,18
4/5/2012,3,0.42,0.41,5
4/5/2012,4,0.38,0.43,1
4/5/2012,5,0.38,0.43,29
4/5/2012,6,0.36,0.46,126
4/5/2012,7,0.34,0.49,354
4/5/2012,8,0.36,0.46,638
4/5/2012,9,0.4,0.37,351
4/5/2012,10,0.42,0.35,246
4/5/2012,11,0.42,0.38,268
4/5/2012,12,0.44,0.33,276
4/5/2012,13,0.46,0.31,291
4/5/2012,14,0.46,0.33,287
4/5/2012,15,0.5,0.31,269
4/5/2012,16,0.5,0.31,402
4/5/2012,17,0.5,0.31,822
4/5/2012,18,0.5,0.31,698
4/5/2012,19,0.48,0.31,487
4/5/2012,20,0.44,0.41,312
4/5/2012,21,0.42,0.47,234
4/5/2012,22,0.4,0.47,149
4/5/2012,23,0.4,0.5,136
4/6/2012,0,0.4,0.43,61
4/6/2012,1,0.36,0.62,38
4/6/2012,2,0.36,0.5,11
4/6/2012,3,0.34,0.53,8
4/6/2012,4,0.34,0.49,5
4/6/2012,5,0.32,0.53,23
4/6/2012,6,0.3,0.49,80
4/6/2012,7,0.3,0.49,246
4/6/2012,8,0.3,0.49,508
4/6/2012,9,0.34,0.42,376
4/6/2012,10,0.36,0.4,238
4/6/2012,11,0.4,0.37,291
4/6/2012,12,0.42,0.35,337
4/6/2012,13,0.44,0.33,411
4/6/2012,14,0.48,0.29,490
4/6/2012,15,0.5,0.27,537
4/6/2012,16,0.5,0.22,536
4/6/2012,17,0.52,0.23,655
4/6/2012,18,0.5,0.22,484
4/6/2012,19,0.48,0.23,412
4/6/2012,20,0.46,0.24,252
4/6/2012,21,0.44,0.26,190
4/6/2012,22,0.4,0.35,158
4/6/2012,23,0.42,0.3,113
4/7/2012,0,0.42,0.26,94
4/7/2012,1,0.4,0.28,69
4/7/2012,2,0.36,0.29,36
4/7/2012,3,0.36,0.32,28
4/7/2012,4,0.32,0.36,7
4/7/2012,5,0.32,0.33,2
4/7/2012,6,0.32,0.36,19
4/7/2012,7,0.32,0.33,54
4/7/2012,8,0.34,0.34,123
4/7/2012,9,0.4,0.3,276
4/7/2012,10,0.42,0.28,363
4/7/2012,11,0.44,0.24,495
4/7/2012,12,0.46,0.23,590
4/7/2012,13,0.5,0.22,643
4/7/2012,14,0.5,0.22,578
4/7/2012,15,0.52,0.19,626
4/7/2012,16,0.54,0.19,615
4/7/2012,17,0.54,0.19,567
4/7/2012,18,0.54,0.18,517
4/7/2012,19,0.54,0.16,413
4/7/2012,20,0.5,0.2,208
4/7/2012,21,0.5,0.2,234
4/7/2012,22,0.48,0.2,182
4/7/2012,23,0.46,0.23,118
4/8/2012,0,0.44,0.24,85
4/8/2012,1,0.44,0.24,64
4/8/2012,2,0.44,0.24,32
4/8/2012,3,0.42,0.26,26
4/8/2012,4,0.4,0.4,7
4/8/2012,5,0.38,0.46,12
4/8/2012,6,0.36,0.37,28
4/8/2012,7,0.38,0.27,37
4/8/2012,8,0.4,0.3,84
4/8/2012,9,0.44,0.26,179
4/8/2012,10,0.5,0.25,299
4/8/2012,11,0.5,0.25,404
4/8/2012,12,0.54,0.24,457
4/8/2012,13,0.58,0.23,483
4/8/2012,14,0.6,0.18,503
4/8/2012,15,0.62,0.17,486
4/8/2012,16,0.64,0.19,476
4/8/2012,17,0.62,0.22,411
4/8/2012,18,0.62,0.25,310
4/8/2012,19,0.6,0.23,276
4/8/2012,20,0.56,0.28,211
4/8/2012,21,0.52,0.34,130
4/8/2012,22,0.5,0.36,118
4/8/2012,23,0.5,0.39,51
4/9/2012,0,0.48,0.39,37
4/9/2012,1,0.46,0.41,16
4/9/2012,2,0.46,0.31,6
4/9/2012,3,0.44,0.3,3
4/9/2012,4,0.44,0.24,5
4/9/2012,5,0.44,0.24,32
4/9/2012,6,0.42,0.26,111
4/9/2012,7,0.42,0.28,331
4/9/2012,8,0.44,0.3,617
4/9/2012,9,0.46,0.31,286
4/9/2012,10,0.5,0.27,178
4/9/2012,11,0.52,0.27,223
4/9/2012,12,0.54,0.28,280
4/9/2012,13,0.54,0.28,281
4/9/2012,14,0.56,0.28,218
4/9/2012,15,0.58,0.28,255
4/9/2012,16,0.56,0.3,391
4/9/2012,17,0.54,0.32,632
4/9/2012,18,0.54,0.34,646
4/9/2012,19,0.52,0.34,421
4/9/2012,20,0.5,0.36,276
4/9/2012,21,0.48,0.41,165
4/9/2012,22,0.46,0.41,108
4/9/2012,23,0.44,0.44,67
4/10/2012,0,0.44,0.47,26
4/10/2012,1,0.42,0.5,9
4/10/2012,2,0.36,0.71,2
4/10/2012,3,0.36,0.71,2
4/10/2012,4,0.34,0.71,2
4/10/2012,5,0.34,0.71,24
4/10/2012,6,0.34,0.71,103
4/10/2012,7,0.34,0.71,384
4/10/2012,8,0.38,0.62,692
4/10/2012,9,0.42,0.67,319
4/10/2012,10,0.46,0.47,181
4/10/2012,11,0.5,0.36,239
4/10/2012,12,0.54,0.22,259
4/10/2012,13,0.52,0.23,283
4/10/2012,14,0.54,0.24,224
4/10/2012,15,0.56,0.21,203
4/10/2012,16,0.58,0.21,362
4/10/2012,17,0.56,0.21,744
4/10/2012,18,0.54,0.22,704
4/10/2012,19,0.52,0.2,479
4/10/2012,20,0.46,0.28,282
4/10/2012,21,0.44,0.3,206
4/10/2012,22,0.4,0.37,127
4/10/2012,23,0.36,0.4,62
4/11/2012,0,0.34,0.36,30
4/11/2012,1,0.34,0.39,12
4/11/2012,2,0.32,0.45,2
4/11/2012,3,0.3,0.49,2
4/11/2012,5,0.28,0.56,27
4/11/2012,6,0.28,0.56,106
4/11/2012,7,0.28,0.52,321
4/11/2012,8,0.3,0.49,595
4/11/2012,9,0.32,0.49,302
4/11/2012,10,0.34,0.49,153
4/11/2012,11,0.38,0.43,180
4/11/2012,12,0.36,0.46,182
4/11/2012,13,0.4,0.4,163
4/11/2012,14,0.36,0.57,135
4/11/2012,15,0.38,0.46,202
4/11/2012,16,0.44,0.33,307
4/11/2012,17,0.42,0.35,579
4/11/2012,18,0.4,0.43,585
4/11/2012,19,0.4,0.4,384
4/11/2012,20,0.36,0.46,235
4/11/2012,21,0.34,0.57,165
4/11/2012,22,0.34,0.57,134
4/11/2012,23,0.34,0.57,61
4/12/2012,0,0.32,0.66,23
4/12/2012,1,0.32,0.66,9
4/12/2012,2,0.32,0.61,4
4/12/2012,3,0.32,0.61,5
4/12/2012,4,0.3,0.61,1
4/12/2012,5,0.3,0.61,21
4/12/2012,6,0.3,0.65,96
4/12/2012,7,0.3,0.65,306
4/12/2012,8,0.32,0.66,624
4/12/2012,9,0.36,0.57,287
4/12/2012,10,0.4,0.5,141
4/12/2012,11,0.42,0.47,224
4/12/2012,12,0.46,0.41,259
4/12/2012,13,0.48,0.36,203
4/12/2012,14,0.5,0.31,224
4/12/2012,15,0.48,0.31,211
4/12/2012,16,0.48,0.31,353
4/12/2012,17,0.5,0.27,656
4/12/2012,18,0.5,0.27,610
4/12/2012,19,0.46,0.31,433
4/12/2012,20,0.44,0.33,280
4/12/2012,21,0.42,0.35,187
4/12/2012,22,0.42,0.35,158
4/12/2012,23,0.42,0.35,94
4/13/2012,0,0.4,0.37,55
4/13/2012,1,0.36,0.46,30
4/13/2012,2,0.34,0.49,11
4/13/2012,3,0.34,0.61,11
4/13/2012,4,0.34,0.53,5
4/13/2012,5,0.34,0.53,21
4/13/2012,6,0.32,0.57,84
4/13/2012,7,0.34,0.61,296
4/13/2012,8,0.38,0.46,563
4/13/2012,9,0.42,0.41,330
4/13/2012,10,0.44,0.38,192
4/13/2012,11,0.46,0.36,233
4/13/2012,12,0.5,0.31,322
4/13/2012,13,0.52,0.27,358
4/13/2012,14,0.52,0.27,348
4/13/2012,15,0.54,0.28,352
4/13/2012,16,0.56,0.26,463
4/13/2012,17,0.56,0.24,738
4/13/2012,18,0.54,0.26,671
4/13/2012,19,0.54,0.24,427
4/13/2012,20,0.5,0.29,286
4/13/2012,21,0.5,0.36,189
4/13/2012,22,0.44,0.62,215
4/13/2012,23,0.42,0.62,198
4/14/2012,0,0.4,0.58,96
4/14/2012,1,0.4,0.58,70
4/14/2012,2,0.38,0.66,56
4/14/2012,3,0.36,0.66,32
4/14/2012,4,0.36,0.71,14
4/14/2012,5,0.36,0.66,7
4/14/2012,6,0.34,0.76,21
4/14/2012,7,0.36,0.71,64
4/14/2012,8,0.36,0.71,160
4/14/2012,9,0.42,0.54,265
4/14/2012,10,0.46,0.51,406
4/14/2012,11,0.52,0.45,564
4/14/2012,12,0.58,0.35,678
4/14/2012,13,0.62,0.33,678
4/14/2012,14,0.64,0.27,660
4/14/2012,15,0.64,0.27,658
4/14/2012,16,0.64,0.27,582
4/14/2012,17,0.62,0.33,560
4/14/2012,18,0.62,0.35,481
4/14/2012,19,0.6,0.4,459
4/14/2012,20,0.56,0.46,321
4/14/2012,21,0.56,0.43,220
4/14/2012,22,0.54,0.52,212
4/14/2012,23,0.54,0.56,196
4/15/2012,0,0.54,0.56,124
4/15/2012,1,0.54,0.56,106
4/15/2012,2,0.54,0.56,74
4/15/2012,3,0.52,0.59,45
4/15/2012,4,0.54,0.52,12
4/15/2012,5,0.5,0.68,10
4/15/2012,6,0.5,0.63,16
4/15/2012,7,0.5,0.63,46
4/15/2012,8,0.52,0.59,97
4/15/2012,9,0.54,0.56,251
4/15/2012,10,0.58,0.53,421
4/15/2012,11,0.62,0.46,528
4/15/2012,12,0.64,0.44,635
4/15/2012,13,0.66,0.44,681
4/15/2012,14,0.7,0.39,628
4/15/2012,15,0.7,0.39,617
4/15/2012,16,0.72,0.39,616
4/15/2012,17,0.7,0.42,623
4/15/2012,18,0.7,0.42,479
4/15/2012,19,0.7,0.42,379
4/15/2012,20,0.64,0.5,291
4/15/2012,21,0.62,0.57,229
4/15/2012,22,0.68,0.44,134
4/15/2012,23,0.66,0.5,90
4/16/2012,0,0.64,0.53,41
4/16/2012,1,0.62,0.61,28
4/16/2012,2,0.6,0.64,14
4/16/2012,3,0.58,0.68,8
4/16/2012,4,0.54,0.77,6
4/16/2012,5,0.54,0.77,38
4/16/2012,6,0.52,0.83,133
4/16/2012,7,0.52,0.83,387
4/16/2012,8,0.56,0.83,597
4/16/2012,9,0.62,0.69,297
4/16/2012,10,0.62,0.69,224
4/16/2012,11,0.64,0.65,251
4/16/2012,12,0.68,0.57,271
4/16/2012,13,0.74,0.45,263
4/16/2012,14,0.76,0.45,288
4/16/2012,15,0.8,0.33,275
4/16/2012,16,0.8,0.33,358
4/16/2012,17,0.8,0.33,712
4/16/2012,18,0.8,0.31,676
4/16/2012,19,0.76,0.35,522
4/16/2012,20,0.74,0.37,375
4/16/2012,21,0.68,0.51,271
4/16/2012,22,0.68,0.51,214
4/16/2012,23,0.7,0.45,121
4/17/2012,0,0.66,0.54,43
4/17/2012,1,0.64,0.57,11
4/17/2012,2,0.56,0.83,4
4/17/2012,3,0.56,0.83,6
4/17/2012,4,0.66,0.44,9
4/17/2012,5,0.6,0.53,30
4/17/2012,6,0.6,0.46,144
4/17/2012,7,0.6,0.43,461
