instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
8330,20111218,4,0,12,17,0,0,0,1,0.28,0.2727,0.46,0.1642,10,126,136,2011121817
8331,20111218,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.194,15,123,138,2011121818
8332,20111218,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135,2011121819
8333,20111218,4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,10,94,104,2011121820
8334,20111218,4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0,9,80,89,2011121821
8335,20111218,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.194,2,47,49,2011121822
8336,20111218,4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37,2011121823
8337,20111219,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17,201112190
8338,20111219,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11,201112191
8339,20111219,4,0,12,2,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3,201112192
8340,20111219,4,0,12,3,0,1,1,1,0.16,0.197,0.86,0.0896,0,3,3,201112193
8341,20111219,4,0,12,4,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4,201112194
8342,20111219,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21,201112195
8343,20111219,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68,201112196
8344,20111219,4,0,12,7,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191,201112197
8345,20111219,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397,201112198
8346,20111219,4,0,12,9,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183,201112199
8347,20111219,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.194,12,96,108,2011121910
8348,20111219,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127,2011121911
8349,20111219,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141,2011121912
8350,20111219,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142,2011121913
8351,20111219,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,30,107,137,2011121914
8352,20111219,4,0,12,15,0,1,1,1,0.38,0.3939,0.46,0.1642,24,135,159,2011121915
8353,20111219,4,0,12,16,0,1,1,1,0.4,0.4091,0.4,0.2537,19,189,208,2011121916
8354,20111219,4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,16,362,378,2011121917
8355,20111219,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,11,343,354,2011121918
8356,20111219,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251,2011121919
8357,20111219,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206,2011121920
8358,20111219,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127,2011121921
8359,20111219,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107,2011121922
8360,20111219,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60,2011121923
8361,20111220,4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21,201112200
8362,20111220,4,0,12,1,0,2,1,1,0.36,0.3788,0.53,0,0,6,6,201112201
8363,20111220,4,0,12,2,0,2,1,2,0.34,0.3636,0.61,0,1,10,11,201112202
8364,20111220,4,0,12,3,0,2,1,2,0.34,0.3636,0.61,0,1,1,2,201112203
8365,20111220,4,0,12,4,0,2,1,2,0.36,0.3636,0.53,0.1045,0,4,4,201112204
8366,20111220,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0,0,15,15,201112205
8367,20111220,4,0,12,6,0,2,1,2,0.36,0.3788,0.57,0,1,71,72,201112206
8368,20111220,4,0,12,7,0,2,1,2,0.36,0.3788,0.62,0,7,261,268,201112207
8369,20111220,4,0,12,8,0,2,1,2,0.42,0.4242,0.54,0.0896,10,422,432,201112208
8370,20111220,4,0,12,9,0,2,1,2,0.36,0.3788,0.66,0,14,245,259,201112209
8371,20111220,4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.194,20,109,129,2011122010
8372,20111220,4,0,12,11,0,2,1,2,0.4,0.4091,0.62,0.1642,13,116,129,2011122011
8373,20111220,4,0,12,12,0,2,1,2,0.44,0.4394,0.54,0.1343,16,159,175,2011122012
8374,20111220,4,0,12,13,0,2,1,2,0.44,0.4394,0.54,0.1343,18,163,181,2011122013
8375,20111220,4,0,12,14,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127,138,2011122014
8376,20111220,4,0,12,15,0,2,1,2,0.44,0.4394,0.54,0,15,139,154,2011122015
8377,20111220,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0,20,218,238,2011122016
8378,20111220,4,0,12,17,0,2,1,1,0.4,0.4091,0.62,0.1642,14,417,431,2011122017
8379,20111220,4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,26,385,411,2011122018
8380,20111220,4,0,12,19,0,2,1,1,0.38,0.3939,0.66,0,6,218,224,2011122019
8381,20111220,4,0,12,20,0,2,1,1,0.36,0.3788,0.66,0,3,144,147,2011122020
8382,20111220,4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143,2011122021
8383,20111220,4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0,3,104,107,2011122022
8384,20111220,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0,13,40,53,2011122023
8385,20111221,1,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25,201112210
8386,20111221,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11,201112211
8387,20111221,1,0,12,2,0,3,1,2,0.36,0.3788,0.71,0,0,4,4,201112212
8388,20111221,1,0,12,3,0,3,1,2,0.36,0.3788,0.71,0,0,2,2,201112213
8389,20111221,1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0,0,2,2,201112214
8390,20111221,1,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28,201112215
8391,20111221,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0,1,75,76,201112216
8392,20111221,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229,201112217
8393,20111221,1,0,12,8,0,3,1,3,0.36,0.3788,0.93,0,12,393,405,201112218
8394,20111221,1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234,201112219
8395,20111221,1,0,12,10,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89,2011122110
8396,20111221,1,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56,2011122111
8397,20111221,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61,2011122112
8398,20111221,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58,2011122113
8399,20111221,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51,2011122114
8400,20111221,1,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61,2011122115
8401,20111221,1,0,12,16,0,3,1,3,0.44,0.4394,1,0.3284,6,95,101,2011122116
8402,20111221,1,0,12,17,0,3,1,3,0.44,0.4394,1,0.3284,3,226,229,2011122117
8403,20111221,1,0,12,18,0,3,1,2,0.44,0.4394,1,0.2985,2,278,280,2011122118
8404,20111221,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209,2011122119
8405,20111221,1,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,167,2011122120
8406,20111221,1,0,12,21,0,3,1,1,0.5,0.4848,0.88,0.2836,9,114,123,2011122121
8407,20111221,1,0,12,22,0,3,1,1,0.5,0.4848,0.88,0.2537,3,102,105,2011122122
8408,20111221,1,0,12,23,0,3,1,1,0.5,0.4848,0.88,0.194,0,54,54,2011122123
8409,20111222,1,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27,201112220
8410,20111222,1,0,12,1,0,4,1,1,0.44,0.4394,0.94,0.0896,0,15,15,201112221
8411,20111222,1,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,1,10,11,201112222
8412,20111222,1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6,201112223
8413,20111222,1,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3,201112224
8414,20111222,1,0,12,5,0,4,1,1,0.38,0.3939,0.82,0,1,15,16,201112225
8415,20111222,1,0,12,6,0,4,1,1,0.36,0.3788,0.87,0,1,63,64,201112226
8416,20111222,1,0,12,7,0,4,1,1,0.34,0.3636,0.93,0,4,182,186,201112227
8417,20111222,1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0,10,333,343,201112228
8418,20111222,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228,201112229
8419,20111222,1,0,12,10,0,4,1,2,0.4,0.4091,0.82,0.0896,13,128,141,2011122210
8420,20111222,1,0,12,11,0,4,1,2,0.44,0.4394,0.77,0,10,135,145,2011122211
8421,20111222,1,0,12,12,0,4,1,2,0.48,0.4697,0.55,0,22,180,202,2011122212
8422,20111222,1,0,12,13,0,4,1,2,0.46,0.4545,0.63,0,21,167,188,2011122213
8423,20111222,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0,23,136,159,2011122214
8424,20111222,1,0,12,15,0,4,1,2,0.48,0.4697,0.59,0,28,186,214,2011122215
8425,20111222,1,0,12,16,0,4,1,2,0.46,0.4545,0.63,0,30,226,256,2011122216
8426,20111222,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356,2011122217
8427,20111222,1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288,2011122218
8428,20111222,1,0,12,19,0,4,1,2,0.44,0.4394,0.62,0,12,130,142,2011122219
8429,20111222,1,0,12,20,0,4,1,3,0.42,0.4242,0.71,0,0,33,33,2011122220
8430,20111222,1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0,2,15,17,2011122221
8431,20111222,1,0,12,22,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17,2011122222
8432,20111222,1,0,12,23,0,4,1,3,0.4,0.4091,0.87,0,1,10,11,2011122223
8433,20111223,1,0,12,0,0,5,1,3,0.4,0.4091,0.87,0.194,2,7,9,201112230
8434,20111223,1,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12,201112231
8435,20111223,1,0,12,2,0,5,1,3,0.38,0.3939,0.94,0.1343,1,12,13,201112232
8436,20111223,1,0,12,3,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4,201112233
8437,20111223,1,0,12,4,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2,201112234
8438,20111223,1,0,12,5,0,5,1,1,0.36,0.3485,0.93,0.194,0,8,8,201112235
8439,20111223,1,0,12,6,0,5,1,1,0.38,0.3939,0.82,0.2537,0,40,40,201112236
8440,20111223,1,0,12,7,0,5,1,1,0.38,0.3939,0.82,0.2239,4,88,92,201112237
8441,20111223,1,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,201112238
8442,20111223,1,0,12,9,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156,201112239
8443,20111223,1,0,12,10,0,5,1,1,0.4,0.4091,0.62,0.3582,8,96,104,2011122310
8444,20111223,1,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174,2011122311
8445,20111223,1,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170,2011122312
8446,20111223,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194,2011122313
8447,20111223,1,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200,2011122314
8448,20111223,1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,2011122315
8449,20111223,1,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,2011122316
8450,20111223,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,2011122317
8451,20111223,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,2011122318
8452,20111223,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,2011122319
8453,20111223,1,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,2011122320
8454,20111223,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,2011122321
8455,20111223,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,2011122322
8456,20111223,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,2011122323
8457,20111224,1,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,201112240
8458,20111224,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0,1,15,16,201112241
8459,20111224,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,201112242
8460,20111224,1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,201112243
8461,20111224,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,201112244
8462,20111224,1,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,201112245
8463,20111224,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,201112246
8464,20111224,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,201112247
8465,20111224,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,201112248
8466,20111224,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,201112249
8467,20111224,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,2011122410
8468,20111224,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,2011122411
8469,20111224,1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,2011122412
8470,20111224,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,2011122413
8471,20111224,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,2011122414
8472,20111224,1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,2011122415
8473,20111224,1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,2011122416
8474,20111224,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,2011122417
8475,20111224,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,2011122418
8476,20111224,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,2011122419
8477,20111224,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,2011122420
8478,20111224,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,2011122421
8479,20111224,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0,8,12,20,2011122422
8480,20111224,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0,1,16,17,2011122423
8481,20111225,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,201112250
8482,20111225,1,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,201112251
8483,20111225,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,201112252
8484,20111225,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0,1,3,4,201112253
8485,20111225,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,201112255
8486,20111225,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,201112256
8487,20111225,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,201112257
8488,20111225,1,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,201112258
8489,20111225,1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,201112259
8490,20111225,1,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,2011122510
8491,20111225,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,2011122511
8492,20111225,1,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,2011122512
8493,20111225,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,2011122513
8494,20111225,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,2011122514
8495,20111225,1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,2011122515
8496,20111225,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,2011122516
8497,20111225,1,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,2011122517
8498,20111225,1,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,2011122518
8499,20111225,1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,2011122519
8500,20111225,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,2011122520
8501,20111225,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,2011122521
8502,20111225,1,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,2011122522
8503,20111225,1,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,2011122523
8504,20111226,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,201112260
8505,20111226,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,201112261
8506,20111226,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,201112262
8507,20111226,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,201112264
8508,20111226,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,201112265
8509,20111226,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,201112266
8510,20111226,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,201112267
8511,20111226,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,201112268
8512,20111226,1,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,201112269
8513,20111226,1,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,2011122610
8514,20111226,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,2011122611
8515,20111226,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,2011122612
8516,20111226,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,2011122613
8517,20111226,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,2011122614
8518,20111226,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,2011122615
8519,20111226,1,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,2011122616
8520,20111226,1,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,2011122617
8521,20111226,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,2011122618
8522,20111226,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,2011122619
8523,20111226,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,2011122620
8524,20111226,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0,10,39,49,2011122621
8525,20111226,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0,5,22,27,2011122622
8526,20111226,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,2011122623
8527,20111227,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,201112270
8528,20111227,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,201112271
8529,20111227,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,201112272
8530,20111227,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,201112273
8531,20111227,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,201112274
8532,20111227,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,201112275
8533,20111227,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,201112276
8534,20111227,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,201112277
8535,20111227,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,201112278
8536,20111227,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,201112279
8537,20111227,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,2011122710
8538,20111227,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,2011122711
8539,20111227,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,2011122712
8540,20111227,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,2011122713
8541,20111227,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,2011122714
8542,20111227,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,2011122715
8543,20111227,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,2011122716
8544,20111227,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,2011122717
8545,20111227,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,2011122718
8546,20111227,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,2011122719
8547,20111227,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,2011122720
8548,20111227,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,2011122721
8549,20111227,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,2011122722
8550,20111227,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,2011122723
8551,20111228,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,201112280
8552,20111228,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,201112281
8553,20111228,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,201112282
8554,20111228,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,201112283
8555,20111228,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,201112285
8556,20111228,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,201112286
8557,20111228,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,201112287
8558,20111228,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,201112288
8559,20111228,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,201112289
8560,20111228,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,2011122810
8561,20111228,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,2011122811
8562,20111228,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,2011122812
8563,20111228,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,2011122813
8564,20111228,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,2011122814
8565,20111228,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,2011122815
8566,20111228,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,2011122816
8567,20111228,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,2011122817
8568,20111228,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,2011122818
8569,20111228,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,2011122819
8570,20111228,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,2011122820
8571,20111228,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,2011122821
8572,20111228,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,2011122822
8573,20111228,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,2011122823
8574,20111229,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,201112290
8575,20111229,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,201112291
8576,20111229,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,201112292
8577,20111229,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,201112293
8578,20111229,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,201112294
8579,20111229,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,201112295
8580,20111229,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0,2,39,41,201112296
8581,20111229,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,201112297
8582,20111229,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0,3,207,210,201112298
8583,20111229,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,201112299
8584,20111229,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,2011122910
8585,20111229,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,2011122911
8586,20111229,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,2011122912
8587,20111229,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,2011122913
8588,20111229,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0,30,112,142,2011122914
8589,20111229,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,2011122915
8590,20111229,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,2011122916
8591,20111229,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,2011122917
8592,20111229,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,2011122918
8593,20111229,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,2011122919
8594,20111229,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,2011122920
8595,20111229,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,2011122921
8596,20111229,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,2011122922
8597,20111229,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,2011122923
8598,20111230,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,201112300
8599,20111230,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,201112301
8600,20111230,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,201112302
8601,20111230,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,201112303
8602,20111230,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,201112304
